Node ID,Latitude,Longitude
65317366,37.7641968,-122.4123016
65317369,37.764159,-122.412859
65317371,37.7640997,-122.413002
65317568,37.773773,-122.4116275
65317570,37.7728201,-122.4128343
65317747,37.7725377,-122.4100831
65317750,37.7720599,-122.410688
65317752,37.7715867,-122.4112871
65317754,37.7706444,-122.4124782
65317756,37.770486,-122.4126992
65317759,37.770405,-122.4127971
65317763,37.7700987,-122.4130764
65317769,37.7694747,-122.4134028
65317780,37.7667359,-122.4132595
65320166,37.7699849,-122.402284
65320168,37.7689816,-122.4020209
65320171,37.767431,-122.401843
65320179,37.7661396,-122.4017216
65320182,37.7634978,-122.4014604
65320184,37.7622763,-122.4013322
65320186,37.7598188,-122.4011187
65320188,37.7597235,-122.40113
65320191,37.7581455,-122.4009911
65320193,37.7571663,-122.400893
65320195,37.7546275,-122.4006271
65324940,37.7616516,-122.4120671
65325015,37.7697047,-122.4112849
65328379,37.7673142,-122.403785
65328382,37.7660239,-122.4036662
65328976,37.7668462,-122.4115956
65328978,37.7655544,-122.411504
65330447,37.7667872,-122.4125602
65330449,37.7654937,-122.4124287
65332301,37.7676987,-122.4096879
65339101,37.7733374,-122.4110973
65339102,37.7730184,-122.4106972
65339108,37.7717367,-122.4090815
65339116,37.7694529,-122.4062261
65340073,37.7697218,-122.4049953
65340076,37.7672565,-122.404757
65340079,37.7659639,-122.404633
65345333,37.7658452,-122.406567
65345334,37.7657166,-122.4087823
65345893,37.769299,-122.406882
65345898,37.7671441,-122.4066978
65349740,37.7714847,-122.4123663
65351751,37.77356,-122.413763
65351753,37.772073,-122.411897
65351755,37.769369,-122.4085103
65358341,37.7693546,-122.4109909
65358346,37.7687987,-122.4116179
65358372,37.7692104,-122.4083342
65358378,37.769307,-122.406725
65358380,37.7693774,-122.4064121
65358391,37.7692316,-122.409228
65358395,37.7692388,-122.4095491
65358397,37.7692986,-122.4100488
65358907,37.7672652,-122.4087903
65358909,37.767028,-122.408582
65371530,37.7711759,-122.4062026
65371540,37.7660508,-122.4052565
65371543,37.7643873,-122.4051121
65371923,37.7638939,-122.4049494
65371930,37.7656895,-122.4048514
65371933,37.7698081,-122.4052348
65371935,37.7709255,-122.4057197
65371937,37.7715332,-122.4061702
65371940,37.7716842,-122.4062588
65374247,37.7695362,-122.4155638
65374252,37.7694535,-122.4123312
65374253,37.7693924,-122.4113085
65374259,37.7688529,-122.4084711
65374260,37.7687342,-122.4074613
65374264,37.7686346,-122.4070536
65374267,37.768499,-122.406683
65374268,37.7683827,-122.406441
65374269,37.7681313,-122.4060364
65374270,37.7678689,-122.4057466
65374273,37.7676451,-122.4055988
65374276,37.7674806,-122.405531
65374281,37.7665923,-122.4053886
65374309,37.7695373,-122.411986
65374323,37.7694117,-122.4101863
65374325,37.769406,-122.4100722
65374327,37.7694062,-122.4099676
65374329,37.7694353,-122.4097643
65374332,37.7695179,-122.4095461
65374333,37.7696243,-122.4093638
65374334,37.7697356,-122.4091874
65374337,37.7698188,-122.4090255
65374339,37.7698338,-122.4081927
65374342,37.7681587,-122.4057625
65374344,37.7677272,-122.405345
65374346,37.7676022,-122.4052755
65374349,37.7671491,-122.4051509
257670327,37.7688202,-122.4068385
259832882,37.7707818,-122.408687
265673998,37.762176,-122.4062205
266903679,37.7648706,-122.4084275
266903680,37.7644314,-122.4083779
266903681,37.7643909,-122.4090057
266903682,37.7644925,-122.4092048
266903683,37.7645544,-122.4094514
266903684,37.7645055,-122.4099943
266903685,37.7644917,-122.4100708
266903686,37.7644758,-122.4101915
266903687,37.7644408,-122.410225
266903688,37.7647597,-122.4089801
266903690,37.7647891,-122.4087243
266903692,37.7648216,-122.408698
266903693,37.7654465,-122.4087673
266903694,37.7654608,-122.4088035
266903695,37.7654788,-122.4091023
266903696,37.7654315,-122.4096648
266903697,37.7654503,-122.4101158
266903698,37.7654298,-122.4102316
266903699,37.7653396,-122.410233
266903700,37.7650588,-122.410135
266903702,37.7647904,-122.4101402
266903703,37.7646762,-122.4100949
266903704,37.7646221,-122.4100748
266903705,37.7645575,-122.4100386
266903707,37.7654439,-122.4102541
266903708,37.7646232,-122.4101821
266903709,37.7645331,-122.4101875
266903710,37.7655075,-122.410356
266903711,37.7643996,-122.4102514
266903712,37.7645296,-122.4084474
266903713,37.7656188,-122.4086072
266903714,37.7654078,-122.4088424
266903715,37.7653399,-122.4099804
266903716,37.7647569,-122.4099754
266903717,37.76486,-122.4087901
266903719,37.7646016,-122.408616
266903720,37.764984,-122.4084062
266903735,37.7645172,-122.4094324
266903736,37.7644569,-122.4094199
266903743,37.7667568,-122.4107535
276545555,37.7693312,-122.4092537
276545556,37.7695541,-122.409243
276545557,37.7696591,-122.4090749
276545558,37.7693482,-122.4086859
276545628,37.7695724,-122.4073956
276545629,37.769423,-122.4071939
276545630,37.7694877,-122.406455
276545631,37.7698979,-122.4069777
276545637,37.7696336,-122.4086361
276545638,37.7693894,-122.4083443
276545640,37.7697829,-122.408413
276545696,37.7699406,-122.4130031
276545697,37.770083,-122.4129014
276545700,37.7697573,-122.4125778
276545702,37.7701635,-122.4128413
276545703,37.7704571,-122.4124699
276545704,37.7701667,-122.4121011
276545754,37.7682972,-122.411597
276545755,37.7687046,-122.4116328
276545756,37.7687994,-122.4114359
276545757,37.7688416,-122.4113265
276545758,37.7688774,-122.4112151
276545759,37.768938,-122.4109679
276545760,37.7687581,-122.4109503
276545761,37.7686386,-122.4112087
276545762,37.7685634,-122.4113121
276545763,37.7684833,-122.4113966
276545764,37.7683951,-122.411466
276545765,37.7683,-122.411525
276545767,37.7678036,-122.4112074
276545768,37.7680951,-122.4112374
276545769,37.7681188,-122.410868
276545770,37.7678274,-122.410838
276545805,37.7682456,-122.4113349
276545806,37.7684047,-122.4113491
276545808,37.768409,-122.4112711
276545809,37.7684623,-122.4112759
276545810,37.7684681,-122.4111732
276545811,37.7685962,-122.4111847
276545812,37.7686103,-122.4109323
276545813,37.7682698,-122.4109019
276545903,37.7655763,-122.4130149
276545905,37.7661687,-122.4128346
276545906,37.7661124,-122.4128346
276545907,37.7661259,-122.4126372
276545908,37.7656035,-122.4125943
276545980,37.7686356,-122.4047621
276545981,37.7694373,-122.4048332
276545982,37.7696594,-122.4043001
276545983,37.7696662,-122.4041628
276545984,37.7686831,-122.4040754
281652582,37.7644692,-122.4062963
281652584,37.7683433,-122.4066637
281652585,37.767603,-122.4086701
281652589,37.7678096,-122.4107217
281652590,37.7677526,-122.4116784
281652592,37.7686216,-122.4133113
281652593,37.7681362,-122.4132648
281652595,37.7686563,-122.4123915
281652596,37.7686983,-122.4123891
281652597,37.7686555,-122.4133092
281652946,37.7643444,-122.4162226
281652955,37.7645087,-122.4153886
281652960,37.7656835,-122.4107127
281652961,37.7654664,-122.4121048
295219504,37.7685744,-122.4078316
295219625,37.7693309,-122.4062061
295219626,37.769068,-122.406023
295219627,37.7687084,-122.4058942
295219753,37.7704872,-122.4087495
295219754,37.7703448,-122.4086722
295219756,37.7693864,-122.4077747
295219758,37.7694831,-122.4076852
295220015,37.7689965,-122.4079059
295220017,37.7691113,-122.4088893
295220168,37.7688074,-122.4080956
295221752,37.7688638,-122.4067863
295221767,37.7688915,-122.4063424
295221939,37.7695429,-122.4058901
295221940,37.7694568,-122.4059339
295221941,37.7689599,-122.4072243
295221942,37.7690767,-122.4086579
295222204,37.7660754,-122.4048754
295222216,37.7643999,-122.4048936
295223287,37.7694398,-122.4105078
295223359,37.7697674,-122.4080512
295223386,37.7698899,-122.4088067
298081840,37.7699474,-122.4054152
298081944,37.7702584,-122.4053541
299388079,37.767801,-122.4056926
299388080,37.7673397,-122.4051841
299388128,37.7672286,-122.4052274
300444895,37.7698201,-122.4034396
300757485,37.7702551,-122.4058848
300757630,37.7690079,-122.4059358
300757631,37.7691042,-122.4057728
300757632,37.7702539,-122.4054692
300757646,37.7696285,-122.4052123
300757647,37.7700382,-122.4052817
308712276,37.7713916,-122.406081
310601131,37.7667566,-122.4104551
310601132,37.766397,-122.4104203
310601134,37.7664088,-122.4102252
310601136,37.7664534,-122.4102295
310601138,37.7664883,-122.4096523
310601139,37.7664021,-122.409644
310601141,37.766493,-122.4081606
310601142,37.7658663,-122.4080987
310601143,37.7658881,-122.407746
310601145,37.7669751,-122.4078511
310601147,37.7669436,-122.4083722
310601148,37.7668773,-122.4083658
310601150,37.7668514,-122.4087926
310601151,37.7667024,-122.4087782
310601153,37.7666921,-122.4089355
310601154,37.7672511,-122.4089754
310601156,37.7672579,-122.408863
310601157,37.7673411,-122.408871
310601158,37.7673308,-122.4090414
310601159,37.7673537,-122.4090436
310601160,37.7672775,-122.4103037
310601162,37.7667688,-122.4102545
314078882,37.7690332,-122.4064897
314078883,37.7689803,-122.4076722
314078887,37.7691193,-122.4062853
314078897,37.7699272,-122.4058353
314078898,37.7697647,-122.4058368
314079060,37.7695993,-122.4054431
314079061,37.7697246,-122.4054243
314079066,37.7704247,-122.4055326
314079075,37.7704207,-122.4059277
314079148,37.7684341,-122.4050987
314079200,37.7704386,-122.4054279
314079201,37.7671591,-122.4049772
314079203,37.7705917,-122.4056062
314079620,37.7711037,-122.4085701
314079639,37.7703118,-122.4094811
314079640,37.7700309,-122.4086423
314079644,37.7691803,-122.4073253
314079646,37.7683687,-122.406227
314079678,37.7687893,-122.407885
314079692,37.7673212,-122.4054914
314079708,37.7680971,-122.4058873
314079709,37.7679671,-122.4057604
314079710,37.7678925,-122.4057014
314079711,37.7677331,-122.4056009
314079712,37.7676552,-122.4055648
314079713,37.7674906,-122.4055116
314079729,37.7689004,-122.4087363
314139236,37.7698844,-122.4083526
314139237,37.7699015,-122.4087367
314139502,37.7694998,-122.4112914
314809503,37.763096,-122.4083563
314809504,37.7619172,-122.4082428
314809505,37.7618687,-122.4092629
314809506,37.7593074,-122.4090149
314809507,37.7590906,-122.4124424
314809508,37.7606928,-122.4126017
314809509,37.7604027,-122.4169988
314809510,37.7636372,-122.417253
314809511,37.7635646,-122.4184973
314809513,37.7647798,-122.4186139
314809515,37.7655204,-122.4105363
314809516,37.7629788,-122.4103119
314810083,37.7659197,-122.4066613
314810084,37.7683472,-122.4068956
314810085,37.7681026,-122.4106123
314811796,37.7609543,-122.4069948
314811798,37.7615359,-122.4065391
314811799,37.7618955,-122.406273
314811800,37.7625737,-122.4063177
314811801,37.7625916,-122.4058588
314811803,37.7632322,-122.4055778
314811804,37.7634154,-122.4055778
314811805,37.763714,-122.4054919
314811806,37.7638293,-122.4054748
314811807,37.7645214,-122.4055606
314811808,37.7644374,-122.4069261
314811809,37.7631372,-122.4071485
314811810,37.7631016,-122.4082586
314811811,37.7619135,-122.4081514
314811812,37.7619678,-122.4070796
314816427,37.7647049,-122.4036022
314816428,37.764655,-122.4044646
314816429,37.7641627,-122.4047924
314816430,37.7639269,-122.4048176
314816431,37.7632749,-122.4049851
314816432,37.7628587,-122.404895
314816434,37.7625526,-122.4048653
314816435,37.7624563,-122.4051858
314816436,37.761767,-122.4051365
314816439,37.760696,-122.4059221
314816440,37.760302,-122.4058468
314816441,37.7603223,-122.405564
314816442,37.759976,-122.4055481
314816444,37.7600089,-122.404961
314816445,37.7595465,-122.4049144
314816447,37.759615,-122.4041842
314816448,37.7579433,-122.4037616
314816449,37.7575029,-122.4034341
314816451,37.7567316,-122.4033515
314816452,37.7567639,-122.4028692
314816453,37.75677,-122.4027653
314816454,37.7546188,-122.4025635
314816455,37.7519856,-122.402317
314816457,37.751972,-122.4025619
314816458,37.7510546,-122.4022935
314816459,37.7508916,-122.4005181
314816461,37.7509295,-122.3999234
314816462,37.7509665,-122.3994102
314816463,37.7511956,-122.3964376
314816466,37.752355,-122.3965806
314816468,37.7525783,-122.3928406
314816469,37.7537603,-122.3928652
314816471,37.7537408,-122.393173
314816472,37.7536413,-122.3931748
314816474,37.7536312,-122.3935293
314816475,37.7534282,-122.3935036
314816476,37.7533275,-122.3947742
314816478,37.7545577,-122.3949796
314816479,37.7554496,-122.3943879
314816480,37.7563043,-122.3945363
314816482,37.757545,-122.3954924
314816498,37.7626644,-122.3931376
314816499,37.7626086,-122.3937985
314816500,37.7633361,-122.3938501
314816501,37.7634578,-122.3948
314816502,37.7635952,-122.3948145
314816504,37.7635674,-122.3952536
314816505,37.7635352,-122.3957865
314816507,37.763823,-122.3958201
314816508,37.7648111,-122.395907
314816509,37.7647916,-122.3962456
314816511,37.7646961,-122.3966172
314816512,37.7646517,-122.3975784
314816513,37.7646266,-122.3978381
314816514,37.7649855,-122.3978761
314816516,37.764942,-122.398582
314816517,37.7623958,-122.398338
314816518,37.7612525,-122.3987258
314816519,37.762204,-122.4014254
314816521,37.7630409,-122.4018929
314816522,37.7633798,-122.4034867
315344349,37.7687677,-122.413317
318260226,37.770762,-122.4056891
318260227,37.7708979,-122.4057688
356618598,37.7705267,-122.4030173
358766158,37.764652,-122.4094153
389449763,37.7710441,-122.412861
389450136,37.7706617,-122.412704
389450322,37.7709196,-122.4126957
414270420,37.7672711,-122.4115035
414270421,37.7672007,-122.4107917
414270422,37.7669946,-122.4107711
414270423,37.7669515,-122.4114642
423777917,37.7726826,-122.4037296
423781519,37.7703215,-122.4120469
437035314,37.7595179,-122.4039367
437035316,37.7589703,-122.4038588
437035319,37.7580462,-122.4037991
480642605,37.7673049,-122.4002276
480642606,37.7668529,-122.3996499
480642607,37.7676352,-122.3986704
480642608,37.7680872,-122.399248
539990261,37.7703597,-122.4099576
539990262,37.7709975,-122.4107617
539990263,37.7702066,-122.4117651
539990264,37.7695702,-122.4109641
539990265,37.7711956,-122.4110217
539990266,37.7714221,-122.4113033
539990267,37.7706338,-122.4123019
539990268,37.7703748,-122.4119801
539990269,37.7712813,-122.4109048
539993883,37.7659198,-122.401843
539993892,37.7659281,-122.4023595
539993893,37.7659891,-122.402248
539993894,37.7659949,-122.4021437
539993895,37.765618,-122.4018028
539993896,37.7654328,-122.4017883
539993897,37.7653834,-122.4018756
539993900,37.7675751,-122.4056873
539993901,37.7684008,-122.4057234
539993902,37.7684859,-122.4057325
539993903,37.7688441,-122.4057741
539993904,37.7691291,-122.4058942
539993905,37.7693733,-122.4060831
590623598,37.7643035,-122.407073
590624549,37.7647445,-122.407736
595491513,37.7646444,-122.4084965
595491514,37.76476,-122.4085021
595775090,37.7656703,-122.4095231
728909725,37.7653801,-122.4048426
728909726,37.7658137,-122.4048576
728909734,37.7707842,-122.4056224
728909736,37.7711213,-122.4058718
728910078,37.7637634,-122.4049695
728910369,37.7641641,-122.4049156
728917817,37.764754,-122.4048591
728917836,37.765065,-122.4048442
729040229,37.7526243,-122.4030202
733581128,37.7648123,-122.4051377
733581132,37.7645509,-122.4051181
733582844,37.7674719,-122.4052212
733582849,37.7676655,-122.4053085
733582853,37.7679034,-122.4054782
733582855,37.7680226,-122.4055976
733583392,37.768091,-122.4056765
733583513,37.7664434,-122.4053613
733593928,37.7695482,-122.4123285
733617890,37.7694419,-122.4119886
733619113,37.7691668,-122.4098208
733619123,37.7689517,-122.4089849
733624608,37.7701007,-122.405433
733624612,37.7701764,-122.4054476
733624629,37.7710039,-122.4058318
733624631,37.7710993,-122.4058962
733624873,37.7698668,-122.405414
733624877,37.7700218,-122.4054223
733625764,37.7691636,-122.405699
733625766,37.7693472,-122.405542
733625769,37.769503,-122.4054689
733626661,37.7688775,-122.4064506
733626665,37.7689094,-122.4062388
733626671,37.7689657,-122.4060331
733626677,37.7690543,-122.4058516
733627034,37.7688649,-122.406671
733630089,37.769022,-122.4081879
733630094,37.7690469,-122.4084222
733630737,37.7689677,-122.4074468
733632258,37.7693767,-122.4059849
733632260,37.7690709,-122.4063861
733632261,37.7689906,-122.406668
733634101,37.7707049,-122.4060206
733634117,37.7705872,-122.4059788
733634124,37.7703368,-122.4059047
733634133,37.7701756,-122.4058679
733634142,37.7700081,-122.4058419
733634149,37.7698492,-122.4058322
733634154,37.7696108,-122.4058654
733637405,37.7688286,-122.4082914
733637423,37.7687671,-122.4076718
733637435,37.7686919,-122.4072651
733637444,37.7685731,-122.4068727
733637451,37.7684639,-122.4066036
733638510,37.770223,-122.4090625
733638758,37.7683305,-122.4063477
733638760,37.7682087,-122.406148
733638763,37.768059,-122.4059424
733638765,37.7680007,-122.4058744
733638767,37.7679364,-122.4058062
733638785,37.7674055,-122.4054972
733638792,37.7675636,-122.4055595
733638793,37.7674025,-122.4055088
733638795,37.7675731,-122.4055346
733639375,37.7696262,-122.4078146
733639377,37.7697017,-122.4079366
733639385,37.7699081,-122.4085168
733639389,37.7698512,-122.4089446
733639392,37.7697789,-122.409108
733639396,37.769571,-122.4094499
733639400,37.7694681,-122.4096595
733639410,37.7694157,-122.4098664
733639600,37.7702126,-122.4084373
733639601,37.770354,-122.4085658
733639602,37.7705576,-122.4086702
733639604,37.7706682,-122.4086897
733639701,37.7708929,-122.4086628
994490607,37.7644789,-122.4158931
994490628,37.7643649,-122.4158822
1000687572,37.7644389,-122.4115803
1000687573,37.7644782,-122.4115856
1000687574,37.7644835,-122.4115186
1000687575,37.7644411,-122.4115145
1213823254,37.7709988,-122.4077368
1260360939,37.7711505,-122.4085476
1266052289,37.7695464,-122.4107708
1266064662,37.7712352,-122.4053603
1266422681,37.7702087,-122.4129865
1266445596,37.7723425,-122.4134392
1458465572,37.7676934,-122.4115377
1458465579,37.7706371,-122.4126972
1458465608,37.767361,-122.4115001
1458465611,37.7704883,-122.4128655
1458465638,37.7677834,-122.4096009
1458465646,37.7677574,-122.412424
1458465659,37.7713403,-122.4127317
1458465669,37.7710841,-122.412358
1458465674,37.7713677,-122.4120346
1458465676,37.7714876,-122.4130177
1458465686,37.7714108,-122.4124586
1458465689,37.7687825,-122.4099804
1458465705,37.7675814,-122.4121728
1458465710,37.7715069,-122.4124504
1458465757,37.7713929,-122.412477
1458465766,37.7687399,-122.4106745
1458465789,37.7690523,-122.4119528
1458465806,37.7675025,-122.4092224
1458465807,37.767929,-122.4126204
1458465821,37.7690752,-122.4109763
1458465824,37.7674761,-122.412473
1458465828,37.7672742,-122.4117789
1458465839,37.7713589,-122.4127082
1458465843,37.7668582,-122.4131327
1458465850,37.7673296,-122.4127672
1458465852,37.770992,-122.4122374
1458465873,37.7714337,-122.4121188
1458465884,37.7713694,-122.4128705
1458465895,37.7715574,-122.4122753
1458465898,37.7683297,-122.409936
1458465901,37.7714266,-122.4127949
1458465913,37.7676094,-122.4118085
1458465922,37.7713301,-122.4126712
1458465930,37.7712803,-122.4126147
1458465932,37.7674097,-122.410812
1458465950,37.7675318,-122.4088833
1458465988,37.7678069,-122.4092629
1458465990,37.7692345,-122.4120376
1458466020,37.7711046,-122.4120997
1458466022,37.7678961,-122.4132209
1458466032,37.7688018,-122.4117875
1458466042,37.7713788,-122.4127337
1458466048,37.7668684,-122.4128918
1458466050,37.7716936,-122.412161
1458466060,37.7711389,-122.4124297
1458466075,37.7713828,-122.4121832
1458466098,37.770833,-122.4129328
1458466102,37.7689659,-122.4114136
1458466108,37.7682872,-122.4106301
1458466111,37.7712333,-122.413046
1458466114,37.7681164,-122.4095708
1458466116,37.7687849,-122.411928
1458466133,37.7710858,-122.4128616
1458466135,37.7693241,-122.4119305
1458466147,37.7681713,-122.408925
1458466148,37.7715943,-122.4114802
1458466150,37.7715649,-122.4126222
1458466163,37.771231,-122.4125502
1458466167,37.77149,-122.4121891
1458466178,37.7707934,-122.4124948
1458466181,37.7691654,-122.4122926
1458466192,37.7672508,-122.4124544
1458466197,37.7664444,-122.4117001
1458466210,37.7680787,-122.411564
1458466216,37.7716034,-122.4125741
1458466229,37.767742,-122.4108496
1458466237,37.7709418,-122.4126788
1458466239,37.7684933,-122.4118928
1458466242,37.7672309,-122.4124561
1458466267,37.7706528,-122.4131426
1458466304,37.7680808,-122.4096333
1458466306,37.7690094,-122.4119363
1458466309,37.7681946,-122.4121964
1458466323,37.7712647,-122.4126358
1458466334,37.7708902,-122.4126127
1458466336,37.7692548,-122.4109947
1458466344,37.771219,-122.4122187
1458466347,37.7681393,-122.4092928
1458466348,37.7719051,-122.4118885
1458466350,37.771682,-122.412768
1458466354,37.7710362,-122.4127951
1458466356,37.7688005,-122.4118856
1458466362,37.7713407,-122.4123757
1458466372,37.7713811,-122.4117513
1458466378,37.7673054,-122.4131639
1458466382,37.7693018,-122.4132094
1458466387,37.7672708,-122.4121407
1458466398,37.7664081,-122.412375
1458466403,37.7711814,-122.4129828
1458466411,37.7691426,-122.4133005
1458466413,37.7677801,-122.4115404
1458466426,37.7714376,-122.4122559
1461189663,37.7702353,-122.4069846
1461189670,37.7706311,-122.4063017
1461189671,37.7706171,-122.407037
1461189673,37.7706616,-122.4064522
1461189674,37.7707059,-122.4063969
1461189675,37.7707298,-122.4063675
1461189676,37.7708708,-122.4067202
1461189677,37.7712604,-122.4078614
1461189679,37.7713,-122.4083491
1461189685,37.771489,-122.4073866
1461189687,37.7715181,-122.4074615
1461189689,37.7715504,-122.4074992
1461189690,37.7715623,-122.4074212
1461189692,37.7717627,-122.4077712
1461189695,37.7718629,-122.4078262
1485472609,37.7701025,-122.4005184
1568072953,37.771297,-122.4025632
1568072956,37.7723656,-122.4025518
1568072970,37.77183,-122.4032309
1568072972,37.7718219,-122.4018781
1610994049,37.7715992,-122.4021778
1610994050,37.771625,-122.4022112
1610994051,37.7716859,-122.4020671
1610994052,37.7717106,-122.4021026
1610994053,37.7718788,-122.4025218
1610994054,37.7719616,-122.4024167
1610994055,37.7721315,-122.4028438
1610994056,37.7722153,-122.4027261
1612773754,37.7707092,-122.4132435
1612773756,37.7707482,-122.4133064
1612773763,37.7708953,-122.4130082
1612773777,37.7709423,-122.4130685
1646732826,37.7647243,-122.4141322
1646732829,37.7647325,-122.4140101
1646732830,37.7648224,-122.4139304
1646732831,37.764834,-122.4137854
1646732832,37.764847,-122.4137796
1674115432,37.769228,-122.4055408
1674115433,37.7697842,-122.4056296
1674115435,37.7666726,-122.4052968
1674115436,37.7709025,-122.4060345
1674117133,37.7651694,-122.4049258
1674127070,37.7697163,-122.4076443
1674127076,37.7700616,-122.4071986
1674127078,37.7699089,-122.4078832
1674127080,37.7702542,-122.4074375
1677788979,37.7644253,-122.408451
1677798438,37.7688613,-122.4114788
1677798439,37.768706,-122.4019938
1677798440,37.7681875,-122.4107505
1677798442,37.7689698,-122.4111347
1677798443,37.7679931,-122.4124733
1677798444,37.7683066,-122.4122772
1677798445,37.7674037,-122.4126286
1677798446,37.7603719,-122.4119339
1677798447,37.7689995,-122.4109797
1677798448,37.7689222,-122.4113115
1677798449,37.7678909,-122.4125206
1677798450,37.7674929,-122.4126244
1677798451,37.7673169,-122.4126213
1677798452,37.7681992,-122.4123561
1677798453,37.7667595,-122.4128124
1677798454,37.7685147,-122.4120681
1677798455,37.7690193,-122.4108329
1677798456,37.7677936,-122.4125557
1805750198,37.7655643,-122.41289
1806978714,37.7696334,-122.4116171
1806978715,37.7696335,-122.4115871
1806978716,37.7696431,-122.4115605
1806978717,37.7696598,-122.4121784
1806978718,37.7696642,-122.4115404
1806978719,37.7696878,-122.4115323
1806978720,37.7697239,-122.4115528
1813413813,37.77164,-122.4034654
1813413814,37.7711435,-122.4027724
1813413815,37.7685544,-122.4031273
1813413816,37.7682778,-122.4031126
1813413817,37.7699291,-122.4034844
1813413819,37.7701348,-122.4036319
1813413820,37.7685163,-122.4037742
1813413821,37.7710989,-122.4028019
1813413823,37.7705539,-122.4030956
1813413824,37.7706018,-122.4030284
1813413825,37.7716547,-122.4033865
1813413826,37.7707016,-122.4025173
1813413827,37.7699503,-122.4031666
1813413828,37.7707809,-122.4045132
1813413829,37.7701986,-122.4031516
1813413830,37.7700341,-122.4036521
1813413831,37.7700818,-122.403522
1813413832,37.770032,-122.4034495
1813413833,37.7708529,-122.4027058
1813413834,37.7707385,-122.404481
1813413835,37.7700659,-122.4031773
1813413836,37.7700808,-122.4034795
1813413837,37.7708144,-122.4045092
1813413838,37.7703545,-122.4033484
1813413839,37.7702911,-122.4038721
1813413840,37.770104,-122.4035018
1813413841,37.7716324,-122.4033416
1813413842,37.7700521,-122.4034469
1813413843,37.7699853,-122.4035944
1813413844,37.7700298,-122.4034911
1813413845,37.7702996,-122.4039285
1813413846,37.7704505,-122.4028399
1813413847,37.7699387,-122.4035354
1813413848,37.7682424,-122.4037476
1813413849,37.7711837,-122.4027778
1813413850,37.7703341,-122.403387
1813413851,37.7703987,-122.4028987
1813413852,37.7700828,-122.4036628
1813413853,37.7702387,-122.4032752
1813413854,37.7700521,-122.4035166
1813413855,37.7703039,-122.4038185
1880206745,37.7707657,-122.402764
1880206851,37.7707228,-122.40281
1880207577,37.7706214,-122.40264
1880208351,37.7701928,-122.4034984
1880208429,37.7704352,-122.403736
1880208573,37.7703402,-122.403915
1880209756,37.7699814,-122.404481
