gran,kernel_size,quantile,selectivity,metric,f1_score
4,3,0.1384931506849315,2.3154011741682976,4,0.27285567042315445
29,6,0.36863013698630137,1.968434442270059,3,0.3391903840397243
26,7,0.5182191780821918,1.8836203522504895,1,0.3034628995640249
25,1,0.43383561643835616,1.243659491193738,2,0.40445895276364013
11,4,0.5489041095890411,1.2590802348336596,2,0.37390455339516393
22,2,0.8231506849315069,3.063307240704501,8,0.14834472601296314
14,4,0.18835616438356165,1.4826810176125247,8,0.47873980424570767
5,6,0.47027397260273973,0.07168297455968689,8,0.38564088839151767
5,7,0.21328767123287673,3.85747553816047,0,0.28621021414544334
25,8,0.43383561643835616,3.2714872798434445,8,0.28598826344536155
4,1,0.038767123287671235,0.5188845401174169,2,0.42417119568557454
12,4,0.16726027397260274,3.849765166340509,5,0.1702063123181576
15,5,0.5028767123287671,2.508160469667319,0,0.2683002876080585
12,3,0.9094520547945205,0.6576712328767124,6,0.19322458150670618
7,2,0.9631506849315068,2.801154598825832,3,0.04934031871765337
29,2,0.14424657534246577,3.5876125244618398,0,0.3408018923627566
15,1,0.7502739726027398,1.860489236790607,6,0.20641422803807138
30,7,0.7157534246575342,2.5929745596868887,3,0.19320902151764313
27,4,0.4434246575342466,0.08710371819960862,7,0.34453544303422307
20,8,0.9554794520547946,0.1719178082191781,0,0.2722048188449078
29,4,0.5623287671232877,0.2952837573385519,2,0.46719754975187006
29,3,0.9382191780821918,1.6445988258317028,4,0.0599944676500767
23,5,0.3168493150684932,3.8266340508806262,8,0.29664744159168877
5,7,0.39164383561643834,3.803502935420744,3,0.2135495464368351
6,3,0.3110958904109589,1.7294129158512723,0,0.35795887078628114
15,4,0.943972602739726,2.3154011741682976,7,0.11960523302902523
4,5,0.7023287671232876,0.6345401174168298,0,0.32051706874399605
24,8,0.9458904109589041,0.5265949119373777,0,0.18754925813888706
8,8,0.15958904109589042,3.903737769080235,8,0.3328203508485493
26,1,0.686986301369863,1.8681996086105677,1,0.23942504777281348
12,7,0.8768493150684932,2.562133072407045,7,0.1663823652475806
8,2,0.6965753424657535,3.9422896281800393,5,0.06394619198362193
16,1,0.8097260273972603,0.3338356164383562,7,0.4730667552952827
13,5,0.9363013698630137,1.690861056751468,8,0.11442665605034129
22,6,0.29,0.6114090019569473,3,0.4920901170106412
12,1,0.47027397260273973,0.24131115459882588,0,0.539315985911562
28,2,0.6006849315068493,1.9530136986301372,2,0.30540395947487203
11,6,0.23821917808219178,1.3284735812133075,8,0.47935814460703463
3,7,0.8173972602739726,2.353953033268102,8,0.11925103668026765
21,3,0.8384931506849315,1.0586105675146773,3,0.20975463083746357
23,4,0.35136986301369866,1.5674951076320942,0,0.3833551190077457
12,3,0.6294520547945206,1.181976516634051,3,0.30106339117072817
5,5,0.5527397260273973,2.831996086105675,4,0.11789516567758536
10,5,0.593013698630137,2.754892367906067,3,0.20311288407463224
4,6,0.943972602739726,3.3640117416829747,8,0.05989967772032795
22,7,0.26315068493150684,2.508160469667319,1,0.35648444718987116
13,7,0.5431506849315069,2.862837573385519,5,0.1087143493559476
5,5,0.9823287671232876,3.0941487279843445,4,0.03610749931265175
