gran,kernel_size,threshold,selectivity,shift,f1_score
6.0,6.0,0.38780821917808217,1.2593150684931507,-14.0,0.2552159372931998
40.0,7.0,0.22863013698630139,0.16616438356164384,-24.0,0.2398129471035472
32.0,5.0,0.48561643835616436,3.063013698630137,-29.0,0.09312671072150884
3.0,4.0,0.2554794520547945,1.313972602739726,18.0,0.24493378508293773
32.0,7.0,0.8058904109589041,1.7746575342465754,-32.0,0.0669175829307681
19.0,6.0,0.2689041095890411,3.03958904109589,28.0,0.2103275029711381
12.0,5.0,0.1615068493150685,3.3675342465753424,14.0,0.36041603307656545
36.0,1.0,0.5047945205479452,1.2593150684931507,-31.0,0.13058627514138096
9.0,8.0,0.7042465753424657,0.2208219178082192,-30.0,0.2042452333540767
12.0,5.0,0.8423287671232876,4.0,-3.0,0.12176943245933085
28.0,3.0,0.4932876712328767,0.9938356164383563,-2.0,0.3962850691457791
14.0,2.0,0.1826027397260274,3.219178082191781,0.0,0.4152807844975208
47.0,6.0,0.3341095890410959,3.7813698630136985,31.0,0.4378798246291351
22.0,3.0,0.23821917808219178,2.7584931506849313,-18.0,0.18615487198691877
18.0,8.0,0.685068493150685,1.6575342465753427,1.0,0.3277074215127804
27.0,1.0,0.12506849315068494,1.1968493150684931,-29.0,0.2121138824675461
7.0,2.0,0.28808219178082195,0.48630136986301375,17.0,0.40625708203636873
12.0,1.0,0.523972602739726,2.9615068493150685,1.0,0.27497841277719626
8.0,4.0,0.6658904109589041,2.7897260273972604,22.0,0.08589086338998907
46.0,3.0,0.14616438356164385,0.9157534246575343,-13.0,0.3006526377231511
38.0,2.0,0.5124657534246575,1.071917808219178,-3.0,0.35083320478453883
4.0,5.0,0.873013698630137,3.67986301369863,-6.0,0.07884516440892213
23.0,4.0,0.5872602739726027,2.1494520547945206,-20.0,0.11979396015955697
47.0,4.0,0.45493150684931505,0.4082191780821918,14.0,0.504456459954159
38.0,3.0,0.08863013698630136,3.2504109589041095,-26.0,0.16340369443962288
13.0,7.0,0.4587671232876712,1.7668493150684932,21.0,0.23864680725192386
12.0,4.0,0.6831506849315069,1.8293150684931507,24.0,0.12159534191654156
32.0,2.0,0.616027397260274,2.3134246575342465,19.0,0.3985313520355278
46.0,1.0,0.5968493150684931,2.0791780821917807,20.0,0.44959997647913946
23.0,1.0,0.9343835616438356,0.0958904109589041,30.0,0.2920716952981453
15.0,3.0,0.2689041095890411,2.1416438356164385,-16.0,0.21712291864755268
13.0,5.0,0.08671232876712329,2.2353424657534244,19.0,0.38569520113354294
31.0,2.0,0.825068493150685,0.9157534246575343,-16.0,0.12310492154735243
25.0,7.0,0.48945205479452053,1.0797260273972604,-30.0,0.13989085176813792
40.0,8.0,0.9708219178082191,1.837123287671233,22.0,0.15367902114923615
25.0,1.0,0.057945205479452054,0.7986301369863014,-6.0,0.3962910735958715
34.0,5.0,0.03493150684931507,3.0161643835616436,-29.0,0.17916268039136946
44.0,1.0,0.9708219178082191,0.7986301369863014,-29.0,0.039709705970736614
3.0,5.0,0.7483561643835617,2.3524657534246574,-29.0,0.05008827622798942
10.0,7.0,0.9343835616438356,1.9776712328767125,5.0,0.12831693841218203
27.0,7.0,0.9458904109589041,1.5404109589041097,13.0,0.20019781598539893
25.0,3.0,0.43383561643835616,1.3217808219178082,8.0,0.5181367388580466
20.0,3.0,0.2976712328767123,3.2113698630136986,29.0,0.19772012853058257
19.0,2.0,0.943972602739726,3.3597260273972602,6.0,0.1128717432194904
47.0,6.0,0.5910958904109589,1.6184931506849316,-25.0,0.11848251714355165
6.0,8.0,0.571917808219178,2.617945205479452,-13.0,0.1460351376856033
20.0,6.0,0.48945205479452053,1.2671232876712328,-23.0,0.1621582804901497
42.0,8.0,0.5258904109589041,2.742876712328767,-10.0,0.1613114902461069
27.0,3.0,0.09054794520547944,2.2509589041095888,16.0,0.5727100683385177
20.0,6.0,0.9612328767123287,3.523698630136986,11.0,0.1018750211074947
30.0,2.0,0.11547945205479451,0.6268493150684932,15.0,0.5050216381915947
29.0,4.0,0.8212328767123288,0.822054794520548,-25.0,0.09999202328039462
10.0,2.0,0.20753424657534247,1.6497260273972603,-8.0,0.35927412459338826
45.0,3.0,0.825068493150685,0.9704109589041097,-23.0,0.0999264038045445
7.0,8.0,0.4453424657534247,1.673150684931507,-28.0,0.12480270229991933
21.0,2.0,0.4319178082191781,1.5872602739726027,18.0,0.417988575008103
45.0,4.0,0.9036986301369863,2.258767123287671,25.0,0.2520490855888397
31.0,4.0,0.15958904109589042,0.7517808219178083,9.0,0.547563479414712
29.0,5.0,0.0426027397260274,0.8923287671232877,6.0,0.49439137360065916
21.0,2.0,0.9478082191780822,3.0473972602739727,0.0,0.0971094257991561
33.0,7.0,0.4280821917808219,0.1036986301369863,-30.0,0.22738343313814732
13.0,6.0,0.7828767123287671,0.9782191780821918,15.0,0.2622656349630878
39.0,4.0,0.7732876712328767,0.3847945205479452,-32.0,0.13792663826037016
13.0,6.0,0.025342465753424658,1.2749315068493152,-32.0,0.2275260577995537
28.0,8.0,0.18835616438356165,1.0484931506849315,-25.0,0.22876346528908836
36.0,2.0,0.802054794520548,3.6954794520547947,11.0,0.24561059474049807
13.0,3.0,0.9478082191780822,1.431095890410959,6.0,0.14047533807951834
26.0,4.0,0.6121917808219178,1.1265753424657534,-22.0,0.14744422428950887
30.0,7.0,0.3475342465753425,0.04123287671232877,28.0,0.36088240315980236
29.0,7.0,0.05219178082191781,1.5794520547945206,10.0,0.5744416333821244
19.0,2.0,0.06561643835616437,0.23643835616438358,29.0,0.30949479393886375
27.0,8.0,0.9113698630136986,0.3223287671232877,-11.0,0.18931490241437898
14.0,5.0,0.5661643835616439,0.11150684931506849,-6.0,0.4124668586800432
23.0,5.0,0.35904109589041094,1.7668493150684932,-17.0,0.20038388595335463
13.0,2.0,0.07712328767123287,3.554931506849315,-7.0,0.34191177139271717
19.0,5.0,0.1826027397260274,1.3998630136986303,18.0,0.4980551205157735
18.0,5.0,0.8883561643835617,1.6653424657534248,23.0,0.11785109808863249
8.0,2.0,0.6582191780821918,0.28328767123287674,-11.0,0.3741524531983477
12.0,3.0,0.41657534246575345,0.416027397260274,14.0,0.519874213942448
17.0,1.0,0.3226027397260274,1.5326027397260276,-16.0,0.23747309001569256
8.0,4.0,0.7847945205479452,2.703835616438356,-30.0,0.04670513598875247
34.0,4.0,0.2650684931506849,0.9235616438356165,-9.0,0.3529784675341595
34.0,5.0,0.6179452054794521,0.14273972602739726,-17.0,0.29148479750744766
32.0,5.0,0.9152054794520548,3.7345205479452055,19.0,0.16377255519396755
26.0,3.0,0.9267123287671233,2.5164383561643833,1.0,0.13653476943603354
35.0,1.0,0.22863013698630139,1.025068493150685,-7.0,0.3645494724976062
18.0,8.0,0.18643835616438356,0.5253424657534247,23.0,0.43726395728511497
26.0,1.0,0.5163013698630137,3.281643835616438,2.0,0.31092248290727353
14.0,2.0,0.7138356164383561,1.9698630136986301,-13.0,0.12611878984011657
17.0,1.0,0.7387671232876712,0.6971232876712329,15.0,0.3882982840287137
33.0,3.0,0.1384931506849315,1.8136986301369864,7.0,0.5328434718670428
14.0,4.0,0.6946575342465754,2.8912328767123285,-15.0,0.1014127989469416
17.0,2.0,0.6946575342465754,0.46287671232876715,-28.0,0.1609599098714081
47.0,3.0,0.7253424657534246,2.938082191780822,-16.0,0.08328269777599587
36.0,1.0,0.8404109589041096,2.266575342465753,-14.0,0.06878264911807629
38.0,2.0,0.2689041095890411,0.36136986301369867,-1.0,0.4012451073644695
22.0,5.0,0.99,2.1963013698630136,9.0,0.07203353831993177
31.0,5.0,0.968904109589041,1.2671232876712328,-12.0,0.048094459968090114
24.0,5.0,0.7828767123287671,0.18178082191780823,23.0,0.48271044821725767
31.0,8.0,0.3552054794520548,0.36136986301369867,8.0,0.5269267252555032
44.0,4.0,0.023424657534246576,0.4316438356164384,26.0,0.3750923889752955
13.0,6.0,0.9036986301369863,2.29,-22.0,0.04849298674353527
33.0,1.0,0.7215068493150685,2.165068493150685,13.0,0.3601838811279577
34.0,1.0,0.7636986301369862,3.266027397260274,22.0,0.2722518944616916
36.0,6.0,0.7253424657534246,0.8767123287671234,29.0,0.3974346263273006
46.0,2.0,0.0426027397260274,2.2743835616438357,25.0,0.5279566673805668
11.0,8.0,0.32835616438356163,2.9224657534246576,10.0,0.3598524991115522
33.0,4.0,0.15575342465753425,1.8683561643835618,21.0,0.5471240000736486
42.0,7.0,0.7253424657534246,1.5872602739726027,9.0,0.3793483585451138
3.0,6.0,0.5949315068493151,1.8527397260273974,-32.0,0.07544071690207695
34.0,1.0,0.9075342465753424,2.8365753424657534,4.0,0.16354380434075033
37.0,3.0,0.42424657534246574,3.828219178082192,-18.0,0.11550591776620213
20.0,4.0,0.5335616438356164,1.4154794520547946,29.0,0.2100407977247194
27.0,1.0,0.685068493150685,1.0797260273972604,-27.0,0.11403804199656192
31.0,6.0,0.3935616438356164,0.7673972602739726,24.0,0.5211004283471485
9.0,3.0,0.29383561643835615,2.258767123287671,-22.0,0.15787312175788304
16.0,1.0,0.8921917808219179,0.8767123287671234,9.0,0.2657434846341217
45.0,5.0,0.05219178082191781,1.4857534246575343,-30.0,0.20602648594580836
2.0,8.0,0.13273972602739725,3.992191780821918,-1.0,0.33460331888359107
27.0,5.0,0.4434246575342466,2.3134246575342465,-11.0,0.2006778764032653
9.0,5.0,0.1826027397260274,1.1656164383561645,-25.0,0.22392682881700182
21.0,1.0,0.5393150684931507,3.757945205479452,3.0,0.29189721093610765
46.0,2.0,0.6045205479452055,2.875616438356164,7.0,0.33742592188563536
21.0,7.0,0.5354794520547945,0.3067123287671233,-5.0,0.4558411677480858
40.0,8.0,0.7445205479452055,3.0942465753424657,26.0,0.3142173663419046
11.0,3.0,0.3436986301369863,0.48630136986301375,-14.0,0.3657977696407743
5.0,5.0,0.6121917808219178,2.336849315068493,-7.0,0.17133869241580732
26.0,8.0,0.5527397260273973,1.837123287671233,7.0,0.4390099941921905
12.0,6.0,0.8902739726027398,2.047945205479452,29.0,0.04911778898154123
19.0,4.0,0.38397260273972605,0.619041095890411,-20.0,0.26691610865931087
24.0,5.0,0.38397260273972605,3.593972602739726,-18.0,0.1328882268888422
19.0,5.0,0.26315068493150684,2.8365753424657534,-3.0,0.3515366485084562
19.0,1.0,0.09821917808219177,0.39260273972602744,17.0,0.3973039735128728
33.0,2.0,0.07520547945205479,0.15054794520547946,31.0,0.3474523005156848
28.0,4.0,0.5604109589041096,1.7824657534246575,2.0,0.3741705876402459
13.0,6.0,0.2689041095890411,2.1104109589041093,-3.0,0.3940084719081679
43.0,1.0,0.6620547945205479,2.867808219178082,-7.0,0.13629528032969232
24.0,1.0,0.10013698630136986,2.992739726027397,10.0,0.5486252379767121
18.0,8.0,0.24972602739726027,0.5956164383561644,22.0,0.4565529987979261
35.0,5.0,0.8806849315068493,1.2046575342465755,4.0,0.26583321659376175
34.0,3.0,0.6256164383561644,1.0797260273972604,-27.0,0.12905627354381527
15.0,7.0,0.32643835616438355,3.6876712328767125,3.0,0.371737316435761
5.0,1.0,0.6428767123287671,1.6184931506849316,-13.0,0.12872181150904238
4.0,1.0,0.09630136986301369,0.0958904109589041,3.0,0.3910368768339829
47.0,8.0,0.5680821917808219,3.9765753424657535,25.0,0.39364887466912807
45.0,2.0,0.9017808219178082,3.5627397260273974,-29.0,0.03644354528363794
23.0,4.0,0.8461643835616438,2.5164383561643833,10.0,0.23796696199275977
24.0,4.0,0.6371232876712328,0.8689041095890412,7.0,0.4943324831899574
33.0,4.0,0.6428767123287671,1.0328767123287672,30.0,0.3623688167173751
44.0,3.0,0.6467123287671233,2.008904109589041,-5.0,0.2004310628507564
20.0,8.0,0.013835616438356164,0.7673972602739726,-1.0,0.4225996611591959
40.0,5.0,0.7080821917808219,2.0713698630136985,-26.0,0.08905251714472827
11.0,8.0,0.8653424657534247,1.3373972602739728,-12.0,0.11354889417952235
22.0,4.0,0.7234246575342466,2.1104109589041093,1.0,0.2780012557403173
33.0,4.0,0.756027397260274,3.92972602739726,-21.0,0.059359754099560826
33.0,2.0,0.32068493150684935,0.2754794520547945,-14.0,0.31070251862129444
21.0,2.0,0.21712328767123287,2.383698630136986,-27.0,0.15265806852079902
5.0,3.0,0.7617808219178083,2.414931506849315,-15.0,0.07389555280347848
40.0,2.0,0.26315068493150684,2.625753424657534,-24.0,0.1504153773572776
8.0,1.0,0.38205479452054797,0.37698630136986305,-2.0,0.559763787157544
12.0,7.0,0.06178082191780822,2.8834246575342464,-25.0,0.19299496462864452
23.0,3.0,0.9382191780821918,2.211917808219178,0.0,0.12303884551754456
29.0,8.0,0.12698630136986302,0.9157534246575343,-19.0,0.2833703038535196
11.0,6.0,0.18835616438356165,0.4004109589041096,-19.0,0.3319566278670276
47.0,5.0,0.9094520547945205,0.0958904109589041,24.0,0.5322335329004642
6.0,2.0,0.9708219178082191,3.7813698630136985,16.0,0.023269804446388244
27.0,8.0,0.476027397260274,0.7595890410958904,-29.0,0.17064472876295295
25.0,1.0,0.313013698630137,1.2515068493150685,-12.0,0.2897333121625375
46.0,4.0,0.7905479452054794,0.17397260273972603,31.0,0.5127504078884759
3.0,8.0,0.11547945205479451,1.4623287671232879,9.0,0.4457310185911101
25.0,7.0,0.6716438356164384,3.804794520547945,-20.0,0.07630035658602333
5.0,8.0,0.8346575342465753,3.757945205479452,24.0,0.041159870176354134
5.0,2.0,0.5182191780821918,1.0016438356164383,16.0,0.22045107625292068
43.0,6.0,0.8634246575342466,2.5632876712328767,13.0,0.26719344035026393
14.0,3.0,0.48178082191780824,0.5956164383561644,-21.0,0.24174517118415736
7.0,5.0,0.07520547945205479,0.5721917808219178,-14.0,0.3782609571742016
47.0,4.0,0.8365753424657534,1.5794520547945206,-23.0,0.0808971152584765
44.0,3.0,0.04835616438356165,0.8532876712328767,-22.0,0.2537190092934366
41.0,5.0,0.32643835616438355,1.1656164383561645,-6.0,0.3356870351058175
10.0,8.0,0.828904109589041,0.22863013698630139,-11.0,0.3114805250560835
37.0,3.0,0.19986301369863013,3.796986301369863,-23.0,0.1398186018627006
24.0,8.0,0.6121917808219178,3.875068493150685,-11.0,0.12948487724584923
40.0,6.0,0.20178082191780822,3.92972602739726,-6.0,0.26429392703670507
42.0,6.0,0.01958904109589041,2.633561643835616,-8.0,0.3482555376638712
19.0,7.0,0.406986301369863,2.6413698630136984,-29.0,0.10609054446301976
17.0,1.0,0.7080821917808219,0.8689041095890412,-15.0,0.1846567206572275
10.0,7.0,0.07904109589041096,0.2208219178082192,3.0,0.39745715555452377
34.0,1.0,0.6735616438356165,1.5872602739726027,26.0,0.3777826556070167
3.0,5.0,0.44726027397260276,3.4143835616438354,-31.0,0.06671514931160005
43.0,1.0,0.9478082191780822,1.1187671232876713,5.0,0.18972174438671158
34.0,2.0,0.1826027397260274,3.18013698630137,12.0,0.5238602522695208
25.0,7.0,0.8902739726027398,3.640821917808219,-11.0,0.06310287691813538
45.0,8.0,0.9286301369863014,0.16616438356164384,17.0,0.5093260376715149
42.0,7.0,0.42424657534246574,0.7986301369863014,24.0,0.5414587182380945
21.0,6.0,0.9880821917808219,1.4545205479452055,21.0,0.06691036134477964
15.0,2.0,0.2516438356164383,3.0161643835616436,14.0,0.37639705482829255
30.0,6.0,0.7234246575342466,3.3675342465753424,-21.0,0.07095137313617374
39.0,6.0,0.5642465753424658,3.3675342465753424,16.0,0.4048004077254497
33.0,8.0,0.4127397260273973,3.836027397260274,-13.0,0.14942240788457586
33.0,5.0,0.4587671232876712,0.24424657534246577,-15.0,0.31013702695570006
21.0,5.0,0.7195890410958904,1.0328767123287672,2.0,0.3738303928691347
41.0,1.0,0.15191780821917808,3.3128767123287672,24.0,0.512755354168931
11.0,3.0,0.45109589041095893,3.5627397260273974,27.0,0.09928067275106268
41.0,2.0,0.17684931506849316,1.3686301369863014,28.0,0.5228757268024039
19.0,1.0,0.24780821917808218,1.876164383561644,7.0,0.5362329126643384
41.0,3.0,0.10397260273972603,3.836027397260274,10.0,0.4950542671931163
44.0,5.0,0.06945205479452055,3.3753424657534246,18.0,0.541436577869553
14.0,7.0,0.45301369863013696,0.5175342465753425,23.0,0.3698227425304559
40.0,3.0,0.2535616438356164,1.4232876712328768,-13.0,0.26882085405578615
23.0,1.0,0.8231506849315069,1.1578082191780823,-28.0,0.07346700925354686
32.0,6.0,0.16917808219178082,0.16616438356164384,17.0,0.38693876480141753
4.0,8.0,0.8116438356164384,3.9375342465753422,19.0,0.05313411272187262
32.0,8.0,0.266986301369863,1.0172602739726029,18.0,0.5733108581380175
20.0,3.0,0.2689041095890411,1.8215068493150686,-26.0,0.1630934079723293
33.0,6.0,0.8404109589041096,2.7194520547945205,-17.0,0.06253736375624394
25.0,1.0,0.36095890410958903,2.625753424657534,-18.0,0.15871899688580357
44.0,5.0,0.02917808219178082,2.9615068493150685,6.0,0.4806521685444899
44.0,4.0,0.8346575342465753,1.7824657534246575,-1.0,0.192872131434283
17.0,7.0,0.06945205479452055,3.953150684931507,-11.0,0.2790383653235682
47.0,6.0,0.21712328767123287,2.282191780821918,27.0,0.5160119487435395
21.0,5.0,0.1941095890410959,0.24424657534246577,18.0,0.4013132983958721
35.0,7.0,0.3628767123287671,0.24424657534246577,22.0,0.46511995908446935
39.0,1.0,0.9880821917808219,0.25986301369863013,-12.0,0.055519386526873556
17.0,5.0,0.7886301369863014,0.2910958904109589,-13.0,0.2734986464766269
27.0,6.0,0.2689041095890411,0.5721917808219178,-9.0,0.3902045653675373
35.0,2.0,0.13657534246575342,0.26767123287671235,6.0,0.3745842902688095
29.0,2.0,0.9765753424657534,2.414931506849315,-6.0,0.038579048413039246
27.0,1.0,0.4779452054794521,0.416027397260274,-21.0,0.2621855297852968
27.0,8.0,0.05410958904109589,3.117671232876712,-5.0,0.3894805736470961
14.0,4.0,0.4587671232876712,3.523698630136986,20.0,0.17966834561015
46.0,6.0,0.9765753424657534,3.515890410958904,21.0,0.11109942500400734
7.0,7.0,0.7426027397260274,3.7891780821917806,-5.0,0.1399955596288678
20.0,4.0,0.4319178082191781,1.5247945205479452,12.0,0.4898941062171076
15.0,4.0,0.7138356164383561,0.5721917808219178,15.0,0.3925125629772406
20.0,6.0,0.8787671232876713,0.17397260273972603,12.0,0.5308792023008736
34.0,2.0,0.27465753424657535,0.6893150684931507,2.0,0.4909748917841981
12.0,8.0,0.9017808219178082,3.9687671232876713,21.0,0.061052298492071166
23.0,3.0,0.3015068493150685,0.6112328767123288,-16.0,0.31344589709063625
21.0,4.0,0.5565753424657535,2.0791780821917807,-2.0,0.30945884310388566
46.0,5.0,0.7828767123287671,1.5091780821917808,-1.0,0.2244848872689033
17.0,7.0,0.7713698630136986,3.187945205479452,16.0,0.20554718806337682
26.0,4.0,0.3149315068493151,0.11931506849315068,-13.0,0.29382855601618596
27.0,6.0,0.3436986301369863,3.2582191780821916,-14.0,0.1749223641330768
33.0,4.0,0.6006849315068493,2.1260273972602737,-3.0,0.26323756202903914
5.0,6.0,0.5278082191780822,0.6736986301369864,-9.0,0.35202187796222006
37.0,1.0,0.17684931506849316,2.001095890410959,-18.0,0.21892334126522767
25.0,7.0,0.5393150684931507,1.1968493150684931,-27.0,0.13227560061486682
2.0,1.0,0.9113698630136986,2.133835616438356,8.0,0.052094194350758724
19.0,4.0,0.3302739726027397,1.2749315068493152,-17.0,0.245712068188095
6.0,3.0,0.7406849315068493,0.6424657534246576,28.0,0.10739871024428109
5.0,8.0,0.828904109589041,1.8605479452054796,-29.0,0.051674276180389916
35.0,6.0,0.8691780821917808,1.9230136986301372,28.0,0.23865371625960047
15.0,6.0,0.011917808219178082,3.554931506849315,-17.0,0.28342337059035794
16.0,8.0,0.11931506849315068,3.234794520547945,-28.0,0.14739938145682505
45.0,4.0,0.8519178082191781,3.6173972602739726,-22.0,0.0529537317360208
37.0,3.0,0.9382191780821918,1.516986301369863,18.0,0.21815970619347766
14.0,3.0,0.42424657534246574,3.305068493150685,-21.0,0.11504598855881987
23.0,4.0,0.42424657534246574,0.2754794520547945,1.0,0.5078787869170297
43.0,5.0,0.3015068493150685,3.5471232876712326,0.0,0.313069207146582
8.0,5.0,0.5373972602739726,1.5404109589041097,-5.0,0.2820208860468907
4.0,4.0,0.6620547945205479,2.7897260273972604,-4.0,0.17045520131580116
9.0,7.0,0.5584931506849315,1.8215068493150686,-27.0,0.10485100454825545
