0,1,2
401277,"[-122.405594, 37.743958]",A-2063985
401516,"[-122.405861, 37.761818]",A-2072783
401516,"[-122.405861, 37.761818]",A-2079735
401819,"[-122.42115, 37.770206]",A-2083536
401516,"[-122.405861, 37.761818]",A-2083544
401486,"[-122.423836, 37.731361]",A-2083546
422197,"[-122.453529, 37.712086]",A-2083567
400318,"[-122.439507, 37.729954]",A-2085922
403131,"[-122.403008, 37.752502]",A-2085988
406871,"[-122.41613, 37.769672]",A-2088293
401409,"[-122.403435, 37.756878]",A-2095374
401277,"[-122.405594, 37.743958]",A-2095432
403131,"[-122.403008, 37.752502]",A-2097800
403131,"[-122.403008, 37.752502]",A-2100569
401277,"[-122.405594, 37.743958]",A-2103189
403131,"[-122.403008, 37.752502]",A-2103216
404648,"[-122.448471, 37.719143]",A-2105881
403131,"[-122.403008, 37.752502]",A-2108692
416144,"[-122.469643, 37.793774]",A-2112458
401018,"[-122.414909, 37.732292]",A-2112479
403131,"[-122.403008, 37.752502]",A-2115018
401357,"[-122.402786, 37.727306]",A-2115025
403131,"[-122.403008, 37.752502]",A-2115026
400231,"[-122.396187, 37.767647]",A-2115034
400318,"[-122.439507, 37.729954]",A-2115126
400231,"[-122.396187, 37.767647]",A-2120272
401277,"[-122.405594, 37.743958]",A-2120341
400231,"[-122.395683, 37.767525]",A-2123126
401018,"[-122.414909, 37.732292]",A-2124928
401516,"[-122.405861, 37.761818]",A-2127301
400318,"[-122.439507, 37.729954]",A-2132705
401410,"[-122.40377, 37.757099]",A-2135431
401277,"[-122.407997, 37.73864]",A-2135472
401358,"[-122.401115, 37.723717]",A-2137978
403131,"[-122.403008, 37.752502]",A-2144814
404648,"[-122.448471, 37.719143]",A-2144829
422197,"[-122.453529, 37.712086]",A-2149978
401277,"[-122.40786, 37.740299]",A-2152789
404648,"[-122.448418, 37.719521]",A-2153588
400318,"[-122.434517, 37.731647]",A-2153616
401277,"[-122.40786, 37.740299]",A-2155837
400322,"[-122.40799, 37.734783]",A-2158337
406871,"[-122.41613, 37.769672]",A-2161635
404648,"[-122.448418, 37.719555]",A-2161644
401358,"[-122.401115, 37.723717]",A-2162215
401018,"[-122.414909, 37.732292]",A-2167028
401516,"[-122.405861, 37.761818]",A-2167110
403131,"[-122.403008, 37.752502]",A-2169735
422197,"[-122.453529, 37.712086]",A-2174536
422197,"[-122.453529, 37.712086]",A-2174537
401486,"[-122.423836, 37.731361]",A-2174540
403131,"[-122.403709, 37.74971]",A-2178620
403131,"[-122.403008, 37.752502]",A-2183709
401409,"[-122.40303, 37.755238]",A-2183730
404648,"[-122.448456, 37.719265]",A-2183752
401277,"[-122.40786, 37.740299]",A-2183758
401357,"[-122.402786, 37.727306]",A-2188971
403131,"[-122.403008, 37.752502]",A-2188977
425246,"[-122.412216, 37.733112]",A-2189803
400231,"[-122.395859, 37.767666]",A-2189844
400255,"[-122.405174, 37.732685]",A-2192986
400318,"[-122.439507, 37.729954]",A-2200947
401277,"[-122.40786, 37.740299]",A-2200987
400255,"[-122.405182, 37.732697]",A-2203748
425246,"[-122.412216, 37.733112]",A-2213492
401277,"[-122.407928, 37.739956]",A-2218872
400746,"[-122.448257, 37.72084]",A-2218875
400255,"[-122.404655, 37.73172]",A-2218927
403131,"[-122.403709, 37.74971]",A-2218943
401516,"[-122.405861, 37.761818]",A-2220611
425282,"[-122.416306, 37.732166]",A-2222833
400231,"[-122.395737, 37.76757]",A-2222869
401486,"[-122.423836, 37.731361]",A-2225528
401820,"[-122.417068, 37.769592]",A-2225550
400318,"[-122.435867, 37.731285]",A-2225710
401277,"[-122.405632, 37.743904]",A-2227868
401516,"[-122.405861, 37.761818]",A-2227959
401018,"[-122.414909, 37.732292]",A-2227962
401358,"[-122.401115, 37.723717]",A-2227973
402814,"[-122.387558, 37.789082]",A-2229594
403131,"[-122.403008, 37.752502]",A-2231813
401486,"[-122.423836, 37.731361]",A-2231843
401795,"[-122.398483, 37.715839]",A-2231850
400397,"[-122.44603, 37.726311]",A-2231969
403132,"[-122.403603, 37.749401]",A-2240218
403131,"[-122.403008, 37.752502]",A-2240226
403132,"[-122.402832, 37.753132]",A-2240235
403131,"[-122.403008, 37.752502]",A-2241098
400255,"[-122.404655, 37.73172]",A-2247148
400746,"[-122.448204, 37.721279]",A-2249746
403132,"[-122.403152, 37.750828]",A-2249821
425246,"[-122.414513, 37.732208]",A-2255246
404648,"[-122.44841, 37.719624]",A-2256861
425246,"[-122.414513, 37.732208]",A-2256866
401486,"[-122.423851, 37.731361]",A-2261945
401516,"[-122.405861, 37.761818]",A-2274707
416144,"[-122.46965, 37.793243]",A-2274722
401277,"[-122.405594, 37.743958]",A-2276124
400397,"[-122.44603, 37.726311]",A-2276130
401277,"[-122.405594, 37.743958]",A-2278620
401277,"[-122.405594, 37.743958]",A-2281404
401358,"[-122.401115, 37.723717]",A-2281413
416144,"[-122.46965, 37.793243]",A-2283926
401486,"[-122.423836, 37.731361]",A-2286500
401516,"[-122.405861, 37.761818]",A-2286504
403132,"[-122.402832, 37.753132]",A-2293277
401357,"[-122.402786, 37.727306]",A-2298559
403131,"[-122.403839, 37.749321]",A-2301459
401516,"[-122.405861, 37.761818]",A-2304117
401018,"[-122.414909, 37.732292]",A-2304121
401486,"[-122.423836, 37.731361]",A-2307076
401358,"[-122.401115, 37.723717]",A-2309009
401018,"[-122.414909, 37.732292]",A-2311592
401018,"[-122.414909, 37.732292]",A-2314113
400318,"[-122.439507, 37.729954]",A-2314118
401277,"[-122.405594, 37.743958]",A-2314166
400746,"[-122.448204, 37.721279]",A-2316317
401357,"[-122.402786, 37.727306]",A-2316334
403131,"[-122.403008, 37.75251]",A-2316364
403131,"[-122.403008, 37.752502]",A-2316371
401277,"[-122.405594, 37.743958]",A-2318929
400318,"[-122.430733, 37.73217]",A-2321493
400255,"[-122.405174, 37.732681]",A-2321499
401357,"[-122.402786, 37.727306]",A-2321521
403132,"[-122.40284, 37.753231]",A-2322309
403132,"[-122.402832, 37.753132]",A-2324997
401516,"[-122.405861, 37.761818]",A-2325048
401277,"[-122.407867, 37.740273]",A-2325050
404648,"[-122.448471, 37.719143]",A-2327708
404648,"[-122.448471, 37.719143]",A-2330330
401516,"[-122.405861, 37.761818]",A-2335697
403132,"[-122.402832, 37.753132]",A-2336598
403131,"[-122.403008, 37.752502]",A-2336607
403131,"[-122.403008, 37.752502]",A-2339729
401516,"[-122.405861, 37.761818]",A-2342411
400746,"[-122.448204, 37.721279]",A-2342443
401486,"[-122.423836, 37.731361]",A-2350979
401277,"[-122.40786, 37.740299]",A-2351056
403131,"[-122.403, 37.752987]",A-2354188
400397,"[-122.44603, 37.726311]",A-2360149
404648,"[-122.448471, 37.719143]",A-2363036
401358,"[-122.401115, 37.723717]",A-2368698
403131,"[-122.403008, 37.752502]",A-2368796
416144,"[-122.46965, 37.793243]",A-2372372
403131,"[-122.40377, 37.749527]",A-2375087
400397,"[-122.44603, 37.726311]",A-2375141
401277,"[-122.405594, 37.743958]",A-2377994
401357,"[-122.401474, 37.724007]",A-2379192
403131,"[-122.403816, 37.749401]",A-2380197
401277,"[-122.405594, 37.743958]",A-2383586
403131,"[-122.403778, 37.7495]",A-2383633
400318,"[-122.435982, 37.731255]",A-2383663
402814,"[-122.387558, 37.789082]",A-2391450
403131,"[-122.403008, 37.752506]",A-2394059
425246,"[-122.412216, 37.733112]",A-2394064
406871,"[-122.41613, 37.769672]",A-2394084
403131,"[-122.403008, 37.752506]",A-2395370
400318,"[-122.439507, 37.729954]",A-2397771
403131,"[-122.403809, 37.749409]",A-2400221
403132,"[-122.403458, 37.749859]",A-2406860
401277,"[-122.405594, 37.743958]",A-2407295
401277,"[-122.405594, 37.743958]",A-2409860
403131,"[-122.403008, 37.752502]",A-2409880
403131,"[-122.403008, 37.752502]",A-2412569
400255,"[-122.404655, 37.73172]",A-2412611
403131,"[-122.403008, 37.752502]",A-2412630
400231,"[-122.395859, 37.767666]",A-2415466
403131,"[-122.403008, 37.752506]",A-2418415
400746,"[-122.447853, 37.723068]",A-2421411
403131,"[-122.403008, 37.752502]",A-2421526
400746,"[-122.448204, 37.721279]",A-2428231
400318,"[-122.439507, 37.729954]",A-2434230
401018,"[-122.414909, 37.732292]",A-2434242
401486,"[-122.423836, 37.731361]",A-2436995
400318,"[-122.439507, 37.729954]",A-2437839
401516,"[-122.405861, 37.761818]",A-2438339
403132,"[-122.403625, 37.749325]",A-2441001
400231,"[-122.396187, 37.767647]",A-2441093
425281,"[-122.423416, 37.731571]",A-2444009
403132,"[-122.402832, 37.753132]",A-2446945
401357,"[-122.401474, 37.724007]",A-2449534
403131,"[-122.403008, 37.752502]",A-2449536
400746,"[-122.448204, 37.721279]",A-2452020
403131,"[-122.403008, 37.752502]",A-2452045
403131,"[-122.403008, 37.752506]",A-2453770
403131,"[-122.403008, 37.752506]",A-2456429
401516,"[-122.405861, 37.761818]",A-2456454
401277,"[-122.40786, 37.740299]",A-2456459
401820,"[-122.416885, 37.769592]",A-2458688
403132,"[-122.402832, 37.753132]",A-2461567
400318,"[-122.439507, 37.729954]",A-2463870
403131,"[-122.403053, 37.753574]",A-2468692
400318,"[-122.439507, 37.729954]",A-2471826
401516,"[-122.405861, 37.761818]",A-2471828
425246,"[-122.412216, 37.733112]",A-2471835
401820,"[-122.416885, 37.769592]",A-2472389
403131,"[-122.403008, 37.752502]",A-2479010
400746,"[-122.448204, 37.721279]",A-2481603
400397,"[-122.44603, 37.726311]",A-2481604
400231,"[-122.395859, 37.767666]",A-2481651
401277,"[-122.405594, 37.743958]",A-2484408
403131,"[-122.403008, 37.752502]",A-2484413
401516,"[-122.404953, 37.763836]",A-2484965
403131,"[-122.403008, 37.752502]",A-2489506
403131,"[-122.403008, 37.752502]",A-2491951
403131,"[-122.403854, 37.749271]",A-2491988
401277,"[-122.405594, 37.743958]",A-2492024
403131,"[-122.403008, 37.752502]",A-2496490
401277,"[-122.405594, 37.743958]",A-2497954
401357,"[-122.402786, 37.727306]",A-2497972
401018,"[-122.414909, 37.732292]",A-2500426
403131,"[-122.403008, 37.752502]",A-2500428
403131,"[-122.403008, 37.752502]",A-2506178
403132,"[-122.403641, 37.749275]",A-2509397
401405,"[-122.409477, 37.769066]",A-2509430
401486,"[-122.423836, 37.731361]",A-2510707
400746,"[-122.448204, 37.721279]",A-2513436
403131,"[-122.403008, 37.752502]",A-2516338
401358,"[-122.401115, 37.723717]",A-2519057
400231,"[-122.392799, 37.762817]",A-2519058
403132,"[-122.402832, 37.753132]",A-2519823
400397,"[-122.44603, 37.726311]",A-2519851
401486,"[-122.423851, 37.731361]",A-2523015
406871,"[-122.41613, 37.769672]",A-2523016
400318,"[-122.439507, 37.729954]",A-2528586
401357,"[-122.402786, 37.727306]",A-2528620
401277,"[-122.405594, 37.743958]",A-2528682
401516,"[-122.405861, 37.761818]",A-2534048
402816,"[-122.368179, 37.807163]",A-2534175
401516,"[-122.405861, 37.761818]",A-2538309
400231,"[-122.396187, 37.767647]",A-2546745
401277,"[-122.405594, 37.743958]",A-2548753
401277,"[-122.405594, 37.743958]",A-2548803
403131,"[-122.403008, 37.752502]",A-2548890
401405,"[-122.411163, 37.769341]",A-2552468
401516,"[-122.405861, 37.761818]",A-2552509
401277,"[-122.407997, 37.73864]",A-2552524
400746,"[-122.448204, 37.721279]",A-2555143
401409,"[-122.403435, 37.756878]",A-2557783
404569,"[-122.395508, 37.71019]",A-2560535
403131,"[-122.403008, 37.752502]",A-2560538
401516,"[-122.405861, 37.761818]",A-2560539
401277,"[-122.40786, 37.740299]",A-2560546
400231,"[-122.392799, 37.762817]",A-2563207
404648,"[-122.448471, 37.719143]",A-2563278
400318,"[-122.439507, 37.729954]",A-2563282
403131,"[-122.403885, 37.74918]",A-2564537
401357,"[-122.402786, 37.727306]",A-2572205
416144,"[-122.469711, 37.79187]",A-2574652
425246,"[-122.412216, 37.733112]",A-2574656
403132,"[-122.402832, 37.753132]",A-2574657
422197,"[-122.453529, 37.712086]",A-2574677
403132,"[-122.402832, 37.753132]",A-2577046
401277,"[-122.40786, 37.740299]",A-2577123
425246,"[-122.412216, 37.733112]",A-2577797
400231,"[-122.392799, 37.762817]",A-2583200
403131,"[-122.403809, 37.749413]",A-2583234
403131,"[-122.403008, 37.752502]",A-2585991
401357,"[-122.402786, 37.727306]",A-2586771
425281,"[-122.421341, 37.731842]",A-2586786
401358,"[-122.401115, 37.723717]",A-2591647
403131,"[-122.403008, 37.752502]",A-2591679
402817,"[-122.367516, 37.807884]",A-2600751
401516,"[-122.405861, 37.761818]",A-2601463
404569,"[-122.395508, 37.71019]",A-2601490
400255,"[-122.404655, 37.73172]",A-2604466
401018,"[-122.414909, 37.732292]",A-2604575
403131,"[-122.403008, 37.752502]",A-2604581
400318,"[-122.439507, 37.729954]",A-2616259
401018,"[-122.414909, 37.732292]",A-2617015
401486,"[-122.423836, 37.731361]",A-2617061
403131,"[-122.403008, 37.752502]",A-2617064
425246,"[-122.412216, 37.733112]",A-2617611
403131,"[-122.403824, 37.749367]",A-2623031
400746,"[-122.448204, 37.721279]",A-2626010
400746,"[-122.448204, 37.721279]",A-2626011
400397,"[-122.44603, 37.726311]",A-2626014
400318,"[-122.439507, 37.729954]",A-2628999
403131,"[-122.403008, 37.752502]",A-2629079
402815,"[-122.377731, 37.798252]",A-2629106
403131,"[-122.403008, 37.752502]",A-2633439
400231,"[-122.396187, 37.767647]",A-2636042
404648,"[-122.448471, 37.719143]",A-2644933
403131,"[-122.403008, 37.752502]",A-2644946
403132,"[-122.40358, 37.749477]",A-2647989
401486,"[-122.423836, 37.731361]",A-2656953
401277,"[-122.405594, 37.743958]",A-2659691
401819,"[-122.42115, 37.770206]",A-2662537
404648,"[-122.448471, 37.719143]",A-2666218
401819,"[-122.42115, 37.770206]",A-2671480
401277,"[-122.40786, 37.740299]",A-2673869
401277,"[-122.405594, 37.743958]",A-2676546
403131,"[-122.403008, 37.752502]",A-2680475
401277,"[-122.405594, 37.743958]",A-2680480
416144,"[-122.469322, 37.795113]",A-2680489
404648,"[-122.448471, 37.719143]",A-2680508
401516,"[-122.405861, 37.761818]",A-2680513
401277,"[-122.40786, 37.740299]",A-2685933
401018,"[-122.414909, 37.732292]",A-2691719
403131,"[-122.403008, 37.752502]",A-2691720
401018,"[-122.414909, 37.732292]",A-2691756
401277,"[-122.405594, 37.743958]",A-2698461
400746,"[-122.447884, 37.722965]",A-2701395
403131,"[-122.403008, 37.752502]",A-2701406
425246,"[-122.414513, 37.732208]",A-2701440
401516,"[-122.405861, 37.761818]",A-2707118
401277,"[-122.40786, 37.740299]",A-2713610
401018,"[-122.414909, 37.732292]",A-2713655
402814,"[-122.387558, 37.789082]",A-2713656
401277,"[-122.405594, 37.743958]",A-2713673
400397,"[-122.44603, 37.726311]",A-2713692
400397,"[-122.44603, 37.726311]",A-2713698
400318,"[-122.439507, 37.729954]",A-2716262
402817,"[-122.3674, 37.80791]",A-2717662
401516,"[-122.40566, 37.76215]",A-2717755
401516,"[-122.40566, 37.76215]",A-2717758
403131,"[-122.40303, 37.75232]",A-2717760
400575,"[-122.415327, 37.731995]",A-2717982
402817,"[-122.3674, 37.80791]",A-2718059
401516,"[-122.40566, 37.76215]",A-2718147
416144,"[-122.469533, 37.794368]",A-2718286
402817,"[-122.3674, 37.80791]",A-2718343
401486,"[-122.42325, 37.73139]",A-2718349
402817,"[-122.3674, 37.80791]",A-2718479
402817,"[-122.3674, 37.80791]",A-2718489
401470,"[-122.43226, 37.73221]",A-2718547
401277,"[-122.405713, 37.743816]",A-2718572
402817,"[-122.3674, 37.80791]",A-2718581
403131,"[-122.40303, 37.75232]",A-2718597
402817,"[-122.3674, 37.80791]",A-2718649
401357,"[-122.402803, 37.727478]",A-2718669
401516,"[-122.406283, 37.760359]",A-2718741
406871,"[-122.416209, 37.76969]",A-2718902
401277,"[-122.40505, 37.74492]",A-2718998
401516,"[-122.40578, 37.76197]",A-2719020
401516,"[-122.405846, 37.761857]",A-2719251
402817,"[-122.36764, 37.80771]",A-2719456
403131,"[-122.40301, 37.75254]",A-2719458
402817,"[-122.36764, 37.80771]",A-2719530
401516,"[-122.406268, 37.760711]",A-2719595
400231,"[-122.39235, 37.76083]",A-2719949
402817,"[-122.36764, 37.80771]",A-2719958
402817,"[-122.36764, 37.80771]",A-2719976
404648,"[-122.45152, 37.71403]",A-2719980
403131,"[-122.40301, 37.75254]",A-2720001
400318,"[-122.43918, 37.73007]",A-2720003
401277,"[-122.40505, 37.74492]",A-2720005
401486,"[-122.42359, 37.73137]",A-2720099
402817,"[-122.36764, 37.80771]",A-2720327
402817,"[-122.36764, 37.80771]",A-2720409
401277,"[-122.40505, 37.74492]",A-2720450
403131,"[-122.40301, 37.75254]",A-2720577
400231,"[-122.39599, 37.76778]",A-2720700
400318,"[-122.439314, 37.730019]",A-2720729
425246,"[-122.4141, 37.73235]",A-2720730
402817,"[-122.36764, 37.80771]",A-2720802
402817,"[-122.36764, 37.80771]",A-2720855
402816,"[-122.369836, 37.805648]",A-2720979
403131,"[-122.40337, 37.75077]",A-2721064
401277,"[-122.40505, 37.74492]",A-2721086
401357,"[-122.400576, 37.721741]",A-2721313
401357,"[-122.400344, 37.721113]",A-2721377
404648,"[-122.450441, 37.714955]",A-2721402
403131,"[-122.403116, 37.754093]",A-2721487
425246,"[-122.4141, 37.73235]",A-2721532
400231,"[-122.39235, 37.76083]",A-2721583
402817,"[-122.36764, 37.80771]",A-2721787
401516,"[-122.406231, 37.760952]",A-2721860
402817,"[-122.36764, 37.80771]",A-2721914
403131,"[-122.40301, 37.75254]",A-2827780
401410,"[-122.403149, 37.754482]",A-2827826
425246,"[-122.4141, 37.73235]",A-2828507
402817,"[-122.36764, 37.80771]",A-2828825
401516,"[-122.40578, 37.76197]",A-2829824
400231,"[-122.39235, 37.76083]",A-2829930
406871,"[-122.41598, 37.76967]",A-2829967
403131,"[-122.403045, 37.753351]",A-2829980
402817,"[-122.36764, 37.80771]",A-2830257
401486,"[-122.42359, 37.73137]",A-2830395
401486,"[-122.42359, 37.73137]",A-2830452
402817,"[-122.36764, 37.80771]",A-2830530
402817,"[-122.36764, 37.80771]",A-2830547
402814,"[-122.38756, 37.7889]",A-2830862
401516,"[-122.406269, 37.760708]",A-2830883
404647,"[-122.45296, 37.712817]",A-2831378
402817,"[-122.36764, 37.80771]",A-2831571
402814,"[-122.38756, 37.7889]",A-2831763
402817,"[-122.36764, 37.80771]",A-2832592
402817,"[-122.36764, 37.80771]",A-2832922
402817,"[-122.367387, 37.807923]",A-2833785
403131,"[-122.403139, 37.754331]",A-2834142
401277,"[-122.405856, 37.743636]",A-2834194
403131,"[-122.40301, 37.75254]",A-2834733
401819,"[-122.420943, 37.770183]",A-2834737
401405,"[-122.411975, 37.76942]",A-2834876
406871,"[-122.41598, 37.76967]",A-2835019
402817,"[-122.36764, 37.80771]",A-2835092
401516,"[-122.40578, 37.76197]",A-2835555
401486,"[-122.42359, 37.73137]",A-2835809
400397,"[-122.44624, 37.72604]",A-2835979
401516,"[-122.40578, 37.76197]",A-2836615
401277,"[-122.40505, 37.74492]",A-2836616
402817,"[-122.36764, 37.80771]",A-2836801
402814,"[-122.380893, 37.795187]",A-2836802
416144,"[-122.46956, 37.79267]",A-2836874
425246,"[-122.4141, 37.73235]",A-2837167
406871,"[-122.41598, 37.76967]",A-2837215
401516,"[-122.40578, 37.76197]",A-2838100
400397,"[-122.44624, 37.72604]",A-2838225
401486,"[-122.42359, 37.73137]",A-2838252
401516,"[-122.40578, 37.76197]",A-2838436
401486,"[-122.42359, 37.73137]",A-2838688
402817,"[-122.36764, 37.80771]",A-2839021
416144,"[-122.46956, 37.79267]",A-2839204
402815,"[-122.372979, 37.802681]",A-2839386
403131,"[-122.403119, 37.751648]",A-2839532
402817,"[-122.36764, 37.80771]",A-2839695
425246,"[-122.4141, 37.73235]",A-2839781
401277,"[-122.40505, 37.74492]",A-2840379
402817,"[-122.36764, 37.80771]",A-2840493
402814,"[-122.387777, 37.788705]",A-2840502
401470,"[-122.433361, 37.731955]",A-2840905
401277,"[-122.40505, 37.74492]",A-2840977
400318,"[-122.43918, 37.73007]",A-2841050
403131,"[-122.40301, 37.75254]",A-2841152
402817,"[-122.36764, 37.80771]",A-2841334
402817,"[-122.36764, 37.80771]",A-2841800
402817,"[-122.36764, 37.80771]",A-2842546
402817,"[-122.36764, 37.80771]",A-2842556
401516,"[-122.40578, 37.76197]",A-2843530
402817,"[-122.36764, 37.80771]",A-2843780
401516,"[-122.40578, 37.76197]",A-2844134
402817,"[-122.36764, 37.80771]",A-2844316
403131,"[-122.403049, 37.753413]",A-2844503
425246,"[-122.4141, 37.73235]",A-2844516
402817,"[-122.36764, 37.80771]",A-2844532
401516,"[-122.40578, 37.76197]",A-2844668
403131,"[-122.40301, 37.75254]",A-2844678
400397,"[-122.44624, 37.72604]",A-2844978
400156,"[-122.4465, 37.72536]",A-2845390
425246,"[-122.4141, 37.73235]",A-2845546
401486,"[-122.42359, 37.73137]",A-2845954
402817,"[-122.36764, 37.80771]",A-2846670
402817,"[-122.36764, 37.80771]",A-2846796
401357,"[-122.40134, 37.72362]",A-2846954
400575,"[-122.419028, 37.73186]",A-2847683
402817,"[-122.36764, 37.80771]",A-2847684
401277,"[-122.40505, 37.74492]",A-2847862
400746,"[-122.44822, 37.72135]",A-2848024
403131,"[-122.40301, 37.75254]",A-2848046
402817,"[-122.36764, 37.80771]",A-2848546
401516,"[-122.406105, 37.761364]",A-2848733
402817,"[-122.36764, 37.80771]",A-2848758
401486,"[-122.42359, 37.73137]",A-2848861
400231,"[-122.39599, 37.76778]",A-2848878
402817,"[-122.36764, 37.80771]",A-2848949
401486,"[-122.42359, 37.73137]",A-2849007
400231,"[-122.39599, 37.76778]",A-2849112
401516,"[-122.405864, 37.761826]",A-2849337
402814,"[-122.38756, 37.7889]",A-2849562
402817,"[-122.36764, 37.80771]",A-2849597
400746,"[-122.44822, 37.72135]",A-2849669
402817,"[-122.36764, 37.80771]",A-2850213
402814,"[-122.38702, 37.78939]",A-2850495
400231,"[-122.39235, 37.76083]",A-2850721
422198,"[-122.451492, 37.713796]",A-2851112
401357,"[-122.40134, 37.72362]",A-2851251
403131,"[-122.40301, 37.75254]",A-2851267
401277,"[-122.40505, 37.74492]",A-2851322
401486,"[-122.42359, 37.73137]",A-2852016
402817,"[-122.36764, 37.80771]",A-2852270
403131,"[-122.403085, 37.751789]",A-2852286
401516,"[-122.40557, 37.76213]",A-2852409
425246,"[-122.4141, 37.73235]",A-2853005
400397,"[-122.44624, 37.72604]",A-2853025
402817,"[-122.36764, 37.80771]",A-2853537
402817,"[-122.36764, 37.80771]",A-2853565
402817,"[-122.36764, 37.80771]",A-2853750
403132,"[-122.402811, 37.752093]",A-2854050
401516,"[-122.40578, 37.76197]",A-2854123
401357,"[-122.40134, 37.72362]",A-2854307
403131,"[-122.403051, 37.753439]",A-2854354
402817,"[-122.36764, 37.80771]",A-2854546
403131,"[-122.403068, 37.753611]",A-2854592
403131,"[-122.403051, 37.753439]",A-2855352
402817,"[-122.36764, 37.80771]",A-2855940
400156,"[-122.44802, 37.721089]",A-2856122
402817,"[-122.36764, 37.80771]",A-2856227
404648,"[-122.45152, 37.71403]",A-2857760
425246,"[-122.412574, 37.733014]",A-2858610
401516,"[-122.406158, 37.761226]",A-2858662
401277,"[-122.40505, 37.74492]",A-2858924
402817,"[-122.36764, 37.80771]",A-2859238
401410,"[-122.403912, 37.757251]",A-2859535
401277,"[-122.40505, 37.74492]",A-2859574
403131,"[-122.40301, 37.75254]",A-2859601
402817,"[-122.36764, 37.80771]",A-2859972
402817,"[-122.36764, 37.80771]",A-2867753
402817,"[-122.36764, 37.80771]",A-2867968
425281,"[-122.42329, 37.73158]",A-2868174
402817,"[-122.36764, 37.80771]",A-2868378
401516,"[-122.404939, 37.763877]",A-2868737
406871,"[-122.41598, 37.76967]",A-2868742
402817,"[-122.36764, 37.80771]",A-2869018
401486,"[-122.42359, 37.73137]",A-2869252
401357,"[-122.40134, 37.72362]",A-2869298
401486,"[-122.42359, 37.73137]",A-2869328
425246,"[-122.4141, 37.73235]",A-2869732
400231,"[-122.39235, 37.76083]",A-2869759
400231,"[-122.39235, 37.76083]",A-2869764
400231,"[-122.39235, 37.76083]",A-2869765
400318,"[-122.43918, 37.73007]",A-2870009
402817,"[-122.36764, 37.80771]",A-2870055
400231,"[-122.39235, 37.76083]",A-2870060
425246,"[-122.41338, 37.73264]",A-2890592
402817,"[-122.36764, 37.80771]",A-2890755
400746,"[-122.44822, 37.72135]",A-2890913
400746,"[-122.44822, 37.72135]",A-2890922
425246,"[-122.4141, 37.73235]",A-2891071
401486,"[-122.42359, 37.73137]",A-2892035
403131,"[-122.403139, 37.754331]",A-2892098
400231,"[-122.39235, 37.76083]",A-2892114
402817,"[-122.36764, 37.80771]",A-2892253
400318,"[-122.43918, 37.73007]",A-2892335
401357,"[-122.400509, 37.721567]",A-2892358
403131,"[-122.403024, 37.753036]",A-2892827
400746,"[-122.44822, 37.72135]",A-2892969
406871,"[-122.41598, 37.76967]",A-2892988
401277,"[-122.40505, 37.74492]",A-2893104
400255,"[-122.405166, 37.73268]",A-2893197
402817,"[-122.36764, 37.80771]",A-2893537
401277,"[-122.40505, 37.74492]",A-2894007
403131,"[-122.40301, 37.75254]",A-2894052
402817,"[-122.36764, 37.80771]",A-2894222
403131,"[-122.40301, 37.75254]",A-2894342
403131,"[-122.40301, 37.75254]",A-2894633
404648,"[-122.45152, 37.71403]",A-2894972
401486,"[-122.42359, 37.73137]",A-2895174
400231,"[-122.39235, 37.76083]",A-2895303
425246,"[-122.4141, 37.73235]",A-2895729
401277,"[-122.40505, 37.74492]",A-2896082
400231,"[-122.39235, 37.76083]",A-2896129
400231,"[-122.39599, 37.76778]",A-2896256
401277,"[-122.40505, 37.74492]",A-2896323
400318,"[-122.43918, 37.73007]",A-2896449
402817,"[-122.36764, 37.80771]",A-2896922
401516,"[-122.40578, 37.76197]",A-2897066
402817,"[-122.36764, 37.80771]",A-2897091
401516,"[-122.40578, 37.76197]",A-2897153
401357,"[-122.40134, 37.72362]",A-2897308
402817,"[-122.36764, 37.80771]",A-2897351
406871,"[-122.41598, 37.76967]",A-2897472
401358,"[-122.40167, 37.7251]",A-2910148
400231,"[-122.39599, 37.76778]",A-2910222
402817,"[-122.36764, 37.80771]",A-2910429
402817,"[-122.36764, 37.80771]",A-2910780
402817,"[-122.36764, 37.80771]",A-2911583
401516,"[-122.40578, 37.76197]",A-2911754
400318,"[-122.43918, 37.73007]",A-2911974
402817,"[-122.367345, 37.807962]",A-2912031
403132,"[-122.402809, 37.753212]",A-2912318
402817,"[-122.3674, 37.80791]",A-2912507
401516,"[-122.404876, 37.764387]",A-2912580
401516,"[-122.40578, 37.76197]",A-2912678
403131,"[-122.40301, 37.75254]",A-2912802
403131,"[-122.403139, 37.754331]",A-2913292
403131,"[-122.403063, 37.751941]",A-2913445
401516,"[-122.40578, 37.76197]",A-2913545
402816,"[-122.368896, 37.806531]",A-2913612
400231,"[-122.39599, 37.76778]",A-2913705
402817,"[-122.36764, 37.80771]",A-2914073
401516,"[-122.40578, 37.76197]",A-2914335
406871,"[-122.41598, 37.76967]",A-2914420
402817,"[-122.36764, 37.80771]",A-2924235
401277,"[-122.40505, 37.74492]",A-2924394
400746,"[-122.44822, 37.72135]",A-2924771
401516,"[-122.40578, 37.76197]",A-2925201
401516,"[-122.404863, 37.764514]",A-2925856
401516,"[-122.404863, 37.764519]",A-2926339
403132,"[-122.40279, 37.752755]",A-2926467
403132,"[-122.40279, 37.752755]",A-2927012
402817,"[-122.36764, 37.80771]",A-2927038
425246,"[-122.4141, 37.73235]",A-2939621
