0,1,2
403132,"[-122.402802, 37.753136]",A-850106
400746,"[-122.448219, 37.721367]",A-851522
403131,"[-122.40303, 37.752502]",A-862689
401277,"[-122.405602, 37.743961]",A-869321
401018,"[-122.414398, 37.732464]",A-871102
403131,"[-122.40303, 37.752502]",A-871146
402817,"[-122.367386, 37.807926]",A-876411
401516,"[-122.405869, 37.761818]",A-876519
403131,"[-122.40303, 37.752502]",A-878701
401516,"[-122.405762, 37.761986]",A-878738
401516,"[-122.405869, 37.761818]",A-879442
400318,"[-122.434578, 37.731617]",A-879878
403131,"[-122.40303, 37.752502]",A-881873
403131,"[-122.40303, 37.752502]",A-886198
400255,"[-122.40477, 37.731956]",A-886204
400318,"[-122.434578, 37.731617]",A-888111
401486,"[-122.423836, 37.731361]",A-888126
402815,"[-122.377769, 37.798157]",A-888173
401358,"[-122.401672, 37.725101]",A-891224
403131,"[-122.40303, 37.752502]",A-891247
401410,"[-122.40435, 37.757648]",A-893923
401358,"[-122.400993, 37.723289]",A-896373
401486,"[-122.423836, 37.731361]",A-896432
403131,"[-122.403069, 37.751934]",A-896467
401409,"[-122.403435, 37.756878]",A-898756
401277,"[-122.407921, 37.739948]",A-898764
403131,"[-122.40303, 37.752502]",A-898800
401277,"[-122.407845, 37.740299]",A-900969
401795,"[-122.398491, 37.716003]",A-900998
400318,"[-122.430733, 37.732166]",A-901029
400318,"[-122.430733, 37.732166]",A-901044
401018,"[-122.414909, 37.732288]",A-903347
401516,"[-122.405869, 37.761822]",A-903385
401516,"[-122.405869, 37.761818]",A-906340
401277,"[-122.407845, 37.740299]",A-910796
403131,"[-122.40303, 37.752502]",A-910873
401516,"[-122.405869, 37.761818]",A-910889
400397,"[-122.447083, 37.724827]",A-910895
403131,"[-122.40303, 37.752411]",A-915281
401405,"[-122.409904, 37.769173]",A-916163
400322,"[-122.409332, 37.734299]",A-916217
400318,"[-122.430733, 37.732166]",A-918792
404569,"[-122.395515, 37.71019]",A-920955
401516,"[-122.405228, 37.762676]",A-921006
401357,"[-122.402756, 37.727318]",A-925055
403131,"[-122.40303, 37.752502]",A-925056
401516,"[-122.405869, 37.761818]",A-927976
401277,"[-122.407845, 37.740299]",A-927989
400318,"[-122.439507, 37.729946]",A-927992
401277,"[-122.408012, 37.73864]",A-928753
401018,"[-122.414909, 37.732288]",A-928765
404569,"[-122.395515, 37.71019]",A-935368
401277,"[-122.407845, 37.740299]",A-940935
401018,"[-122.414909, 37.732288]",A-940959
401820,"[-122.416878, 37.769611]",A-946854
401357,"[-122.402756, 37.727318]",A-949186
400231,"[-122.392456, 37.761753]",A-949205
401486,"[-122.423836, 37.731361]",A-951704
401277,"[-122.408012, 37.73864]",A-951711
402815,"[-122.377769, 37.798157]",A-951723
403131,"[-122.40303, 37.752502]",A-951732
401516,"[-122.405228, 37.762676]",A-951749
401277,"[-122.408012, 37.73864]",A-954969
401357,"[-122.401497, 37.724003]",A-957381
401018,"[-122.414909, 37.732288]",A-957384
400318,"[-122.434578, 37.731617]",A-961794
401357,"[-122.401497, 37.724003]",A-961831
403131,"[-122.40303, 37.752502]",A-964045
401486,"[-122.423836, 37.731361]",A-969804
400318,"[-122.439507, 37.729946]",A-969842
401357,"[-122.401497, 37.724003]",A-971743
403131,"[-122.40303, 37.752502]",A-974017
401516,"[-122.405067, 37.763306]",A-975936
401486,"[-122.423836, 37.731361]",A-982932
401516,"[-122.405869, 37.761818]",A-983667
401516,"[-122.405228, 37.762676]",A-985323
401410,"[-122.404572, 37.757832]",A-991144
401516,"[-122.405785, 37.761963]",A-991147
403131,"[-122.40303, 37.752502]",A-993765
401277,"[-122.407845, 37.740299]",A-993814
400397,"[-122.446014, 37.726303]",A-996426
401277,"[-122.404999, 37.745056]",A-996431
403131,"[-122.403305, 37.751003]",A-1001693
425246,"[-122.414185, 37.732319]",A-1005060
401516,"[-122.405869, 37.761818]",A-1011500
401277,"[-122.407845, 37.740299]",A-1021529
401277,"[-122.4048, 37.74559]",A-1021532
403131,"[-122.40303, 37.752502]",A-1023960
401277,"[-122.405014, 37.745007]",A-1024015
401409,"[-122.403435, 37.756878]",A-1026713
401277,"[-122.407845, 37.740299]",A-1029303
402815,"[-122.377769, 37.798157]",A-1031852
401516,"[-122.405869, 37.761818]",A-1031869
401277,"[-122.405602, 37.743961]",A-1034377
403131,"[-122.40303, 37.752502]",A-1034381
401516,"[-122.405869, 37.761818]",A-1034382
401486,"[-122.423836, 37.731361]",A-1035933
401277,"[-122.407845, 37.740299]",A-1035934
401516,"[-122.405228, 37.762676]",A-1039937
401357,"[-122.401497, 37.724003]",A-1043064
401516,"[-122.404884, 37.764294]",A-1048303
401516,"[-122.405228, 37.762676]",A-1048347
403132,"[-122.402802, 37.753136]",A-1050868
403131,"[-122.40303, 37.752502]",A-1050882
401277,"[-122.407845, 37.740299]",A-1055179
401277,"[-122.407845, 37.740299]",A-1068192
403131,"[-122.40303, 37.752502]",A-1072416
403131,"[-122.40303, 37.752502]",A-1077886
401357,"[-122.402756, 37.727318]",A-1077889
401277,"[-122.407845, 37.740299]",A-1077911
403131,"[-122.40303, 37.752502]",A-1080577
400318,"[-122.439507, 37.729946]",A-1083095
403131,"[-122.40303, 37.752502]",A-1083157
400318,"[-122.439507, 37.729946]",A-1084110
404569,"[-122.395515, 37.71019]",A-1087052
400397,"[-122.446014, 37.726303]",A-1087109
401277,"[-122.405602, 37.743961]",A-1089867
400318,"[-122.430733, 37.732166]",A-1095046
403131,"[-122.40303, 37.752502]",A-1095087
401277,"[-122.405602, 37.743961]",A-1097791
403131,"[-122.40303, 37.752502]",A-1099330
403131,"[-122.40303, 37.752502]",A-1101607
400746,"[-122.448296, 37.720741]",A-1107067
401516,"[-122.405869, 37.761818]",A-1112618
400318,"[-122.430733, 37.732166]",A-1112644
401018,"[-122.414909, 37.732288]",A-1112645
401516,"[-122.405869, 37.761818]",A-1119862
401516,"[-122.405869, 37.761818]",A-1119884
404569,"[-122.395515, 37.71019]",A-1122724
401018,"[-122.414909, 37.732288]",A-1128748
401277,"[-122.405602, 37.743961]",A-1129678
403131,"[-122.40303, 37.752502]",A-1129688
401516,"[-122.405228, 37.762676]",A-1132707
403131,"[-122.40303, 37.752502]",A-1135306
401486,"[-122.423836, 37.731361]",A-1135345
403131,"[-122.40303, 37.752502]",A-1138138
403131,"[-122.40303, 37.752502]",A-1140894
401018,"[-122.414909, 37.732288]",A-1140975
401018,"[-122.414909, 37.732288]",A-1143921
401516,"[-122.405869, 37.761818]",A-1143980
401516,"[-122.405869, 37.761818]",A-1143986
403131,"[-122.40303, 37.752502]",A-1144039
401516,"[-122.405228, 37.762676]",A-1148124
400231,"[-122.392723, 37.762787]",A-1148125
403131,"[-122.40303, 37.752632]",A-1148201
400231,"[-122.392723, 37.762787]",A-1150784
400318,"[-122.439507, 37.729946]",A-1153309
400318,"[-122.439507, 37.729946]",A-1153314
401486,"[-122.423836, 37.731361]",A-1153326
404648,"[-122.448479, 37.719143]",A-1157030
401277,"[-122.405602, 37.743961]",A-1164113
400746,"[-122.448265, 37.720982]",A-1164202
401454,"[-122.398773, 37.716026]",A-1169285
400318,"[-122.439507, 37.729946]",A-1172888
401409,"[-122.404366, 37.7579]",A-1172957
403132,"[-122.403084, 37.750965]",A-1172963
404648,"[-122.448479, 37.719143]",A-1175264
401277,"[-122.407845, 37.740299]",A-1175315
422197,"[-122.455711, 37.710819]",A-1175348
403132,"[-122.403168, 37.750702]",A-1175353
401820,"[-122.416878, 37.769611]",A-1176979
403132,"[-122.402802, 37.753136]",A-1176984
403131,"[-122.403015, 37.752502]",A-1179347
400397,"[-122.446053, 37.726269]",A-1181803
403131,"[-122.403015, 37.752502]",A-1184213
401357,"[-122.401497, 37.724003]",A-1184271
400318,"[-122.430733, 37.732166]",A-1186293
403131,"[-122.403015, 37.752502]",A-1188540
401410,"[-122.404984, 37.758133]",A-1188605
402815,"[-122.374763, 37.801003]",A-1190005
401516,"[-122.405869, 37.761818]",A-1190053
401820,"[-122.416756, 37.769596]",A-1192729
400318,"[-122.430733, 37.732166]",A-1195146
401018,"[-122.414909, 37.732288]",A-1199690
403131,"[-122.403015, 37.752502]",A-1202126
401357,"[-122.401497, 37.724003]",A-1202134
401357,"[-122.402756, 37.727318]",A-1202981
401516,"[-122.405869, 37.761818]",A-1202984
403131,"[-122.403076, 37.751846]",A-1203524
401277,"[-122.405029, 37.744972]",A-1206051
403131,"[-122.403053, 37.752007]",A-1208537
401357,"[-122.401497, 37.724003]",A-1211006
416144,"[-122.469635, 37.792999]",A-1211039
401405,"[-122.410126, 37.769211]",A-1213484
401486,"[-122.423836, 37.731361]",A-1215927
401516,"[-122.406281, 37.760635]",A-1215943
400255,"[-122.403893, 37.73024]",A-1219713
401516,"[-122.405869, 37.761818]",A-1222938
401516,"[-122.405228, 37.762676]",A-1222948
403131,"[-122.403015, 37.752502]",A-1225719
401277,"[-122.407845, 37.740299]",A-1225729
401516,"[-122.405228, 37.762676]",A-1225767
401277,"[-122.408012, 37.73864]",A-1230379
400318,"[-122.434578, 37.731617]",A-1232920
401018,"[-122.414909, 37.732288]",A-1235189
401516,"[-122.405228, 37.762676]",A-1238281
403132,"[-122.402802, 37.753136]",A-1240752
403131,"[-122.403015, 37.752502]",A-1243053
403131,"[-122.403015, 37.752502]",A-1252295
400231,"[-122.395988, 37.76778]",A-1252314
401516,"[-122.40564, 37.76218]",A-1252358
402817,"[-122.367531, 37.8078]",A-1265023
400231,"[-122.393021, 37.763935]",A-1265027
403131,"[-122.403015, 37.752502]",A-1267061
403132,"[-122.402802, 37.753136]",A-1269203
401277,"[-122.404984, 37.745094]",A-1269235
403132,"[-122.403145, 37.750767]",A-1269268
403132,"[-122.402802, 37.753136]",A-1270701
403131,"[-122.403015, 37.752502]",A-1279672
401516,"[-122.405869, 37.761818]",A-1279721
401820,"[-122.416878, 37.769611]",A-1282821
401357,"[-122.402756, 37.727318]",A-1290054
403131,"[-122.403015, 37.752502]",A-1295931
400318,"[-122.437515, 37.730801]",A-1297866
403131,"[-122.403015, 37.752502]",A-1299884
401516,"[-122.405869, 37.761818]",A-1306484
401277,"[-122.408012, 37.73864]",A-1312290
401516,"[-122.405869, 37.761818]",A-1312309
403131,"[-122.403015, 37.752502]",A-1314600
403131,"[-122.403358, 37.750828]",A-1318978
403131,"[-122.403015, 37.752502]",A-1318980
416144,"[-122.469635, 37.793243]",A-1322760
404569,"[-122.395515, 37.71019]",A-1325246
401820,"[-122.416878, 37.769611]",A-1325261
401516,"[-122.405869, 37.761818]",A-1327717
403131,"[-122.403015, 37.752502]",A-1327723
403131,"[-122.403015, 37.752502]",A-1327800
401277,"[-122.407845, 37.740299]",A-1337584
403132,"[-122.402802, 37.753136]",A-1341581
401018,"[-122.414391, 37.732456]",A-1341592
425246,"[-122.413895, 37.73243]",A-1341683
403132,"[-122.402802, 37.753136]",A-1343993
401277,"[-122.407814, 37.740452]",A-1344964
400231,"[-122.395988, 37.76778]",A-1344986
401277,"[-122.407845, 37.740299]",A-1347702
404569,"[-122.395515, 37.71019]",A-1349953
400397,"[-122.446014, 37.726303]",A-1352225
400231,"[-122.395988, 37.76778]",A-1352253
401516,"[-122.405228, 37.762676]",A-1352274
400318,"[-122.439507, 37.729946]",A-1356816
401486,"[-122.423836, 37.731361]",A-1356817
401277,"[-122.404984, 37.74509]",A-1367826
403131,"[-122.403015, 37.752502]",A-1370997
401277,"[-122.407845, 37.740299]",A-1373927
401357,"[-122.401497, 37.724003]",A-1373928
404648,"[-122.448479, 37.719143]",A-1373982
400231,"[-122.392723, 37.762787]",A-1376066
402814,"[-122.387444, 37.789001]",A-1376079
401516,"[-122.405869, 37.761818]",A-1384097
400746,"[-122.447884, 37.723003]",A-1386304
401516,"[-122.405869, 37.761818]",A-1387162
403131,"[-122.403015, 37.752502]",A-1390778
401357,"[-122.401497, 37.724003]",A-1390828
402814,"[-122.386681, 37.789707]",A-1390833
416144,"[-122.469627, 37.791862]",A-1392968
402814,"[-122.387367, 37.78907]",A-1395360
403132,"[-122.402802, 37.753136]",A-1395380
401409,"[-122.403435, 37.756878]",A-1397641
401486,"[-122.423836, 37.731361]",A-1400099
401277,"[-122.404854, 37.745419]",A-1400133
401820,"[-122.416878, 37.769611]",A-1401567
402816,"[-122.368195, 37.807186]",A-1403777
403131,"[-122.403015, 37.752502]",A-1406074
403131,"[-122.403015, 37.752502]",A-1408283
401277,"[-122.405602, 37.743961]",A-1410758
402817,"[-122.367485, 37.807842]",A-1413307
425281,"[-122.423416, 37.731571]",A-1415016
401018,"[-122.414383, 37.73246]",A-1415046
400318,"[-122.434578, 37.731617]",A-1415053
401018,"[-122.414909, 37.732288]",A-1419954
401357,"[-122.402756, 37.727318]",A-1422375
402817,"[-122.367638, 37.807709]",A-1424724
400318,"[-122.439507, 37.729946]",A-1426860
400318,"[-122.430733, 37.732166]",A-1426861
403131,"[-122.403137, 37.751568]",A-1426951
403131,"[-122.403015, 37.752495]",A-1429677
403132,"[-122.402802, 37.753136]",A-1431870
401277,"[-122.405602, 37.743961]",A-1436348
425281,"[-122.423416, 37.731571]",A-1436385
402814,"[-122.386139, 37.790222]",A-1438793
401516,"[-122.405869, 37.761818]",A-1441209
425282,"[-122.416672, 37.73217]",A-1441238
403131,"[-122.403053, 37.751999]",A-1441245
401357,"[-122.401497, 37.724003]",A-1443398
403131,"[-122.403015, 37.752502]",A-1453049
403131,"[-122.403015, 37.752502]",A-1453053
400231,"[-122.395988, 37.76778]",A-1453102
401357,"[-122.402756, 37.727318]",A-1455533
401277,"[-122.407845, 37.740299]",A-1456521
401277,"[-122.405602, 37.743961]",A-1457172
400318,"[-122.430733, 37.732166]",A-1462034
401486,"[-122.423836, 37.731361]",A-1464536
401516,"[-122.405777, 37.761971]",A-1464544
425246,"[-122.410744, 37.733734]",A-1464603
400397,"[-122.447418, 37.724194]",A-1466913
401516,"[-122.405869, 37.761818]",A-1477737
404648,"[-122.448479, 37.719143]",A-1477766
401516,"[-122.405228, 37.762676]",A-1480140
400231,"[-122.392723, 37.762787]",A-1482338
401516,"[-122.405869, 37.761818]",A-1482425
403131,"[-122.40313, 37.751629]",A-1483190
400318,"[-122.439507, 37.729946]",A-1488275
401357,"[-122.402756, 37.727318]",A-1492933
401516,"[-122.405869, 37.761818]",A-1492934
403132,"[-122.402802, 37.753136]",A-1492936
401277,"[-122.405602, 37.743961]",A-1492940
401277,"[-122.407921, 37.739952]",A-1492948
401516,"[-122.405869, 37.761818]",A-1492979
403132,"[-122.402802, 37.753078]",A-1492998
403132,"[-122.403404, 37.749969]",A-1493024
401516,"[-122.405228, 37.762676]",A-1496311
403132,"[-122.402802, 37.753136]",A-1496342
404648,"[-122.448479, 37.719143]",A-1501423
401486,"[-122.423378, 37.731384]",A-1506750
403131,"[-122.403015, 37.752502]",A-1506810
403132,"[-122.402802, 37.753136]",A-1509142
400156,"[-122.447746, 37.722561]",A-1509161
403131,"[-122.403099, 37.751751]",A-1511740
400231,"[-122.395844, 37.767673]",A-1514031
401486,"[-122.423836, 37.731361]",A-1514947
401018,"[-122.414909, 37.732288]",A-1515021
400156,"[-122.447487, 37.723545]",A-1515649
403131,"[-122.403015, 37.752502]",A-1517448
401820,"[-122.416878, 37.769611]",A-1519551
401357,"[-122.401337, 37.723621]",A-1519591
400156,"[-122.447998, 37.721291]",A-1521873
400318,"[-122.439507, 37.729946]",A-1523901
401277,"[-122.404922, 37.745239]",A-1523927
403131,"[-122.40303, 37.753124]",A-1526731
401277,"[-122.407845, 37.740299]",A-1533847
401357,"[-122.402756, 37.727318]",A-1539754
401277,"[-122.407845, 37.740299]",A-1539783
403131,"[-122.403015, 37.752502]",A-1540389
402816,"[-122.368759, 37.806656]",A-1542414
401357,"[-122.402756, 37.727318]",A-1544650
403131,"[-122.403015, 37.752502]",A-1546917
401486,"[-122.423836, 37.731361]",A-1549175
401516,"[-122.405869, 37.761818]",A-1551441
401277,"[-122.405602, 37.743961]",A-1552390
401277,"[-122.405602, 37.743961]",A-1555048
403131,"[-122.403015, 37.752502]",A-1555051
401516,"[-122.405869, 37.761818]",A-1555119
401516,"[-122.405891, 37.761784]",A-1555123
403131,"[-122.403015, 37.752502]",A-1557733
403132,"[-122.402802, 37.753136]",A-1560636
401277,"[-122.407845, 37.740299]",A-1560674
400255,"[-122.402573, 37.727627]",A-1560740
402817,"[-122.367699, 37.807648]",A-1563663
400746,"[-122.447922, 37.722839]",A-1565145
403132,"[-122.402802, 37.753136]",A-1565184
416144,"[-122.469627, 37.791862]",A-1567614
401486,"[-122.423836, 37.731361]",A-1567620
403132,"[-122.402802, 37.753136]",A-1567624
403131,"[-122.403801, 37.74942]",A-1567653
403131,"[-122.403015, 37.752502]",A-1570218
401486,"[-122.423836, 37.731361]",A-1572987
401516,"[-122.405869, 37.761818]",A-1579059
403131,"[-122.403015, 37.752502]",A-1579747
401819,"[-122.422928, 37.771378]",A-1579768
404569,"[-122.395515, 37.71019]",A-1582311
400397,"[-122.446014, 37.726303]",A-1582326
401516,"[-122.406281, 37.760311]",A-1587804
401516,"[-122.405869, 37.761818]",A-1587836
404647,"[-122.453102, 37.712692]",A-1594025
425246,"[-122.413284, 37.732685]",A-1594782
401277,"[-122.408012, 37.73864]",A-1599107
425281,"[-122.423851, 37.731544]",A-1599108
403131,"[-122.403015, 37.752502]",A-1604395
401357,"[-122.402756, 37.727318]",A-1615164
401516,"[-122.405869, 37.761818]",A-1615192
401516,"[-122.405869, 37.761818]",A-1620360
403131,"[-122.403236, 37.751228]",A-1620379
400231,"[-122.396248, 37.767597]",A-1623611
403131,"[-122.403023, 37.75238]",A-1623670
400231,"[-122.395988, 37.76778]",A-1629375
401277,"[-122.405602, 37.743961]",A-1631641
401277,"[-122.405602, 37.743961]",A-1634098
401357,"[-122.401337, 37.723621]",A-1637181
401516,"[-122.405869, 37.761818]",A-1637189
401357,"[-122.402756, 37.727318]",A-1640024
403131,"[-122.403015, 37.752502]",A-1640034
401357,"[-122.401337, 37.723621]",A-1642647
403131,"[-122.403015, 37.752502]",A-1642670
400318,"[-122.439507, 37.729946]",A-1642699
403131,"[-122.403015, 37.752502]",A-1642705
400397,"[-122.447479, 37.724052]",A-1642743
401486,"[-122.423836, 37.731361]",A-1645408
401277,"[-122.405602, 37.743961]",A-1651427
400156,"[-122.447487, 37.723545]",A-1652222
400156,"[-122.447746, 37.722561]",A-1656824
401277,"[-122.407845, 37.740299]",A-1659646
401516,"[-122.405869, 37.761818]",A-1659696
403131,"[-122.403015, 37.752502]",A-1662590
403132,"[-122.402786, 37.752563]",A-1665352
401277,"[-122.405602, 37.743961]",A-1669222
401516,"[-122.405869, 37.761818]",A-1671961
401277,"[-122.408012, 37.73864]",A-1674295
401516,"[-122.405312, 37.76273]",A-1678765
401357,"[-122.401474, 37.724007]",A-1681187
404648,"[-122.451004, 37.714455]",A-1712959
401516,"[-122.405869, 37.761818]",A-1716427
401516,"[-122.405411, 37.762558]",A-1716439
401516,"[-122.405777, 37.761971]",A-1718501
403131,"[-122.403015, 37.752502]",A-1718514
401277,"[-122.405602, 37.743961]",A-1724839
402814,"[-122.387917, 37.788589]",A-1725364
402817,"[-122.36734, 37.807964]",A-1725365
403131,"[-122.403015, 37.752502]",A-1727202
403131,"[-122.403008, 37.752502]",A-1730629
400318,"[-122.439507, 37.729954]",A-1733873
401516,"[-122.405045, 37.763393]",A-1734896
403131,"[-122.40345, 37.750492]",A-1734900
401516,"[-122.405861, 37.761818]",A-1735541
403131,"[-122.403008, 37.752502]",A-1735548
401277,"[-122.40786, 37.740299]",A-1738489
403131,"[-122.403008, 37.752502]",A-1741921
403131,"[-122.403008, 37.752502]",A-1741922
400318,"[-122.439507, 37.729954]",A-1741942
425246,"[-122.414513, 37.732208]",A-1741996
403131,"[-122.403008, 37.752502]",A-1747902
425246,"[-122.412216, 37.733112]",A-1747954
403131,"[-122.403008, 37.752502]",A-1747958
400318,"[-122.435059, 37.73151]",A-1751364
401277,"[-122.405594, 37.743958]",A-1752379
400746,"[-122.447845, 37.723087]",A-1753081
403131,"[-122.403259, 37.751087]",A-1753131
401358,"[-122.401115, 37.723717]",A-1758574
404569,"[-122.395508, 37.71019]",A-1761420
400231,"[-122.395737, 37.76757]",A-1764609
401358,"[-122.401115, 37.723717]",A-1764637
403132,"[-122.402832, 37.753132]",A-1767401
400156,"[-122.446091, 37.725918]",A-1768434
406871,"[-122.416107, 37.769669]",A-1769125
401516,"[-122.405861, 37.761818]",A-1771642
400231,"[-122.395859, 37.767666]",A-1774617
401486,"[-122.423836, 37.731361]",A-1777244
401018,"[-122.414909, 37.732292]",A-1777247
401357,"[-122.401474, 37.724007]",A-1778783
425246,"[-122.414513, 37.732208]",A-1778882
400231,"[-122.392799, 37.762817]",A-1780720
425246,"[-122.414513, 37.732208]",A-1781470
401277,"[-122.407982, 37.738503]",A-1782304
401277,"[-122.405594, 37.743958]",A-1784838
425246,"[-122.412216, 37.733112]",A-1806114
401486,"[-122.423836, 37.731361]",A-1809940
403131,"[-122.403008, 37.752502]",A-1809948
403131,"[-122.403008, 37.752502]",A-1816609
400231,"[-122.392799, 37.762817]",A-1816616
403132,"[-122.402832, 37.753132]",A-1819418
406871,"[-122.41613, 37.769672]",A-1820267
401486,"[-122.423836, 37.731361]",A-1826564
401277,"[-122.405594, 37.743958]",A-1826573
403131,"[-122.403008, 37.752502]",A-1829377
400255,"[-122.404655, 37.73172]",A-1829437
403131,"[-122.403008, 37.752502]",A-1832422
403131,"[-122.403008, 37.752502]",A-1832424
401516,"[-122.405861, 37.761818]",A-1836628
400746,"[-122.448204, 37.721279]",A-1839880
425246,"[-122.412216, 37.733112]",A-1842741
401357,"[-122.401474, 37.724007]",A-1845486
403131,"[-122.403008, 37.752502]",A-1848309
403131,"[-122.403008, 37.752502]",A-1851451
401516,"[-122.405861, 37.761818]",A-1852658
403132,"[-122.403641, 37.749287]",A-1853440
401357,"[-122.401474, 37.724007]",A-1856074
401277,"[-122.405594, 37.743958]",A-1856093
401277,"[-122.40786, 37.740299]",A-1859035
403131,"[-122.403008, 37.752502]",A-1859065
401277,"[-122.405594, 37.743958]",A-1861693
401486,"[-122.423836, 37.731361]",A-1869690
403131,"[-122.403008, 37.752502]",A-1872368
403131,"[-122.403008, 37.752502]",A-1872381
403131,"[-122.403008, 37.752502]",A-1872382
403131,"[-122.403008, 37.752502]",A-1872501
401357,"[-122.401474, 37.724007]",A-1872518
403131,"[-122.403008, 37.752502]",A-1872523
401486,"[-122.424217, 37.731354]",A-1876039
401470,"[-122.432396, 37.732189]",A-1876043
403131,"[-122.403008, 37.752502]",A-1876761
401486,"[-122.423836, 37.731361]",A-1879100
404648,"[-122.448471, 37.719143]",A-1879180
425246,"[-122.414513, 37.732208]",A-1881901
401277,"[-122.405594, 37.743958]",A-1881908
400397,"[-122.44603, 37.726311]",A-1881931
406871,"[-122.416107, 37.769669]",A-1882058
403131,"[-122.403008, 37.752502]",A-1884585
403131,"[-122.403008, 37.752502]",A-1884610
401277,"[-122.405594, 37.743958]",A-1884637
401516,"[-122.405861, 37.761818]",A-1884642
403131,"[-122.403008, 37.752502]",A-1887059
425246,"[-122.412216, 37.733112]",A-1887108
401277,"[-122.405594, 37.743958]",A-1889677
401410,"[-122.403275, 37.755764]",A-1889686
401486,"[-122.423836, 37.731361]",A-1889714
403132,"[-122.402832, 37.753132]",A-1889727
416144,"[-122.469711, 37.79187]",A-1893761
400231,"[-122.395859, 37.767666]",A-1893805
401516,"[-122.404869, 37.764622]",A-1896261
403131,"[-122.403008, 37.752502]",A-1896326
401277,"[-122.40786, 37.740299]",A-1896380
401357,"[-122.401474, 37.724007]",A-1898759
403132,"[-122.402832, 37.753132]",A-1898852
401516,"[-122.405861, 37.761818]",A-1901473
401516,"[-122.405861, 37.761814]",A-1904127
401405,"[-122.410866, 37.769302]",A-1905536
401277,"[-122.405594, 37.743958]",A-1905541
401018,"[-122.414909, 37.732292]",A-1908139
400318,"[-122.439507, 37.729954]",A-1913697
401486,"[-122.423836, 37.731361]",A-1913724
401277,"[-122.407997, 37.73864]",A-1913725
400255,"[-122.404655, 37.73172]",A-1916399
422197,"[-122.453529, 37.712086]",A-1916400
401277,"[-122.405594, 37.743958]",A-1916402
401486,"[-122.423836, 37.731361]",A-1916421
401516,"[-122.405861, 37.761818]",A-1916475
416144,"[-122.469635, 37.791866]",A-1919072
400231,"[-122.395859, 37.767666]",A-1924633
403131,"[-122.403008, 37.752502]",A-1924679
403131,"[-122.403008, 37.752502]",A-1927306
400231,"[-122.395844, 37.767654]",A-1929749
401516,"[-122.405762, 37.761978]",A-1930650
401277,"[-122.407867, 37.740269]",A-1930657
401277,"[-122.40786, 37.740299]",A-1933597
401277,"[-122.405594, 37.743958]",A-1933617
401516,"[-122.405861, 37.761818]",A-1933618
403132,"[-122.402832, 37.753132]",A-1936199
400255,"[-122.402901, 37.728504]",A-1941219
406871,"[-122.41613, 37.769672]",A-1943743
402815,"[-122.377731, 37.798252]",A-1943822
401277,"[-122.407997, 37.73864]",A-1944806
403132,"[-122.402832, 37.753132]",A-1947837
400318,"[-122.439507, 37.729954]",A-1950178
400318,"[-122.439507, 37.729954]",A-1950189
401277,"[-122.40786, 37.740299]",A-1952676
401486,"[-122.423836, 37.731361]",A-1955188
401357,"[-122.402786, 37.727306]",A-1955231
416144,"[-122.46965, 37.793243]",A-1958631
402814,"[-122.389771, 37.786983]",A-1958683
403131,"[-122.403008, 37.752502]",A-1958713
403131,"[-122.403008, 37.752502]",A-1964372
401516,"[-122.405861, 37.761818]",A-1966797
425246,"[-122.412216, 37.733112]",A-1971621
416144,"[-122.470833, 37.789684]",A-1971683
401357,"[-122.401474, 37.724007]",A-1972496
401277,"[-122.40786, 37.740299]",A-1980658
416144,"[-122.469711, 37.79187]",A-1980667
401277,"[-122.405594, 37.743958]",A-1983399
403131,"[-122.403008, 37.752502]",A-1984364
403132,"[-122.402832, 37.753132]",A-1987173
401357,"[-122.402786, 37.727306]",A-1989397
401277,"[-122.405594, 37.743958]",A-1989431
401018,"[-122.414909, 37.732292]",A-1990869
404648,"[-122.448471, 37.719143]",A-1995058
403131,"[-122.403008, 37.752502]",A-1996423
401820,"[-122.416885, 37.769592]",A-1998701
401516,"[-122.405861, 37.761818]",A-1998722
422198,"[-122.45121, 37.714062]",A-1998761
400746,"[-122.448204, 37.721279]",A-2003194
401516,"[-122.405861, 37.761818]",A-2003209
403132,"[-122.402832, 37.753132]",A-2003274
403131,"[-122.403008, 37.752502]",A-2005473
401018,"[-122.414909, 37.732292]",A-2007723
404569,"[-122.395508, 37.71019]",A-2012776
401516,"[-122.405861, 37.761818]",A-2012787
401358,"[-122.401115, 37.723717]",A-2014980
403131,"[-122.403008, 37.752502]",A-2015032
401277,"[-122.40786, 37.740299]",A-2015051
401516,"[-122.405861, 37.761818]",A-2015052
400397,"[-122.44603, 37.726311]",A-2019890
401277,"[-122.405594, 37.743958]",A-2023747
401277,"[-122.405594, 37.743958]",A-2023793
401516,"[-122.405861, 37.761818]",A-2026134
400231,"[-122.395859, 37.767666]",A-2028437
401820,"[-122.416885, 37.769592]",A-2030749
401410,"[-122.403763, 37.757084]",A-2033011
401277,"[-122.40786, 37.740299]",A-2033917
425246,"[-122.414513, 37.732208]",A-2033930
401516,"[-122.405861, 37.761814]",A-2039008
402815,"[-122.377731, 37.798252]",A-2039104
401405,"[-122.40995, 37.769238]",A-2041622
401516,"[-122.405861, 37.761818]",A-2043238
401486,"[-122.423866, 37.731361]",A-2043264
403131,"[-122.403008, 37.752502]",A-2050411
401358,"[-122.401115, 37.723717]",A-2056868
401357,"[-122.402786, 37.727306]",A-2059125
401277,"[-122.40786, 37.740299]",A-2061542
