iter	RMSE
455	11.47895035
456	11.45924235
457	11.43896177
458	11.42705896
459	11.42544112
460	11.40303399
461	11.39830352
462	11.37746393
463	11.36782284
464	11.34006149
465	11.33725469
466	11.31505927
467	11.29770121
468	11.28158568
469	11.28031499
470	11.2574835
471	11.23823743
472	11.22331957
473	11.21006312
474	11.19397305
475	11.17683496
476	11.15848172
477	11.14401692
478	11.12804142
479	11.11814131
480	11.1000051
481	11.07730617
482	11.06274092
483	11.06071445
484	11.05056079
485	11.03741966
486	11.03544958
487	11.02380582
488	11.01256283
489	10.99439959
490	10.9924492
491	10.99004293
492	10.97546195
493	10.95056885
494	10.93837317
495	10.92397187
496	10.92160851
497	10.89907422
498	10.89802643
499	10.8795807
500	10.86535717
501	10.86182782
502	10.8476239
503	10.82508855
504	10.81469141
505	10.81313284
506	10.79766869
507	10.78168736
508	10.77178685
509	10.75357686
510	10.72820357
511	10.71198793
512	10.68466166
513	10.67763335
514	10.66879598
515	10.65414882
516	10.63527924
517	10.62750479
518	10.62667794
519	10.61066924
520	10.59958968
521	10.57231059
522	10.54937008
523	10.5298439
524	10.52245976
525	10.50935386
526	10.49171023
527	10.49028425
528	10.48211295
529	10.46876729
530	10.46055384
531	10.43962555
532	10.43093778
533	10.41514609
534	10.39889817
535	10.37311012
536	10.35965779
537	10.3480432
538	10.3467524
539	10.33725255
540	10.3199156
541	10.30810184
542	10.30384602
543	10.28607817
544	10.261172
545	10.25133835
546	10.25007258
547	10.23190591
548	10.20890041
549	10.19315137
550	10.19148146
551	10.17690765
552	10.15862285
553	10.13540173
554	10.13078077
555	10.12964082
556	10.11496928
557	10.11067566
558	10.10132792
559	10.09922416
560	10.07874746
561	10.0775696
562	10.07661686
563	10.05996841
564	10.04363453
565	10.03448203
566	10.0149763
567	10.00147659
568	9.998866989
569	9.987898311
570	9.967800547
571	9.95208332
572	9.92246246
573	9.920672683
574	9.893760124
575	9.876489116
576	9.864484055
577	9.849310831
578	9.848365162
579	9.847459252
580	9.839004333
581	9.825865526
582	9.809147706
583	9.797778409
584	9.788811209
585	9.776377729
586	9.775267911
587	9.762154615
588	9.744321098
589	9.73053451
590	9.729671945
591	9.71013719
592	9.709360149
593	9.694959533
594	9.694139109
595	9.672027387
596	9.661145822
597	9.643719542
598	9.626250243
599	9.61365143
600	9.597999713
601	9.591957062
602	9.580449052
603	9.573807506
604	9.562965822
605	9.543381531
606	9.533568688
607	9.527720055
608	9.513354938
609	9.497821227
610	9.495958674
611	9.482783361
612	9.468967214
613	9.463800535
614	9.450706959
615	9.439857775
616	9.414651482
617	9.40227591
618	9.401673502
619	9.380374875
620	9.369342742
621	9.354957535
622	9.340677433
623	9.319740225
624	9.30144692
625	9.283987567
626	9.283360418
627	9.282619267
628	9.266952002
629	9.254547118
630	9.248007242
631	9.247277346
632	9.233021348
633	9.217640791
634	9.202824738
635	9.192990859
636	9.1746662
637	9.16627129
638	9.152132049
639	9.151403256
640	9.142650174
641	9.12748744
642	9.105853105
643	9.104900636
644	9.104213567
645	9.088719243
646	9.077069363
647	9.059592666
648	9.051231053
649	9.038708818
650	9.025222718
651	9.014925546
652	9.000719323
653	8.983026844
654	8.974243151
655	8.949684461
656	8.94025891
657	8.939599932
658	8.932682151
659	8.915194899
660	8.91027265
661	8.89188422
662	8.871664381
663	8.861168344
664	8.847784085
665	8.847011892
666	8.837486099
667	8.824079258
668	8.802722792
669	8.783061863
670	8.769591734
671	8.754243628
672	8.753151709
673	8.743857408
674	8.729956164
675	8.723120288
676	8.709958904
677	8.69635569
678	8.680356907
679	8.665718445
680	8.651289036
681	8.636683087
682	8.636066166
683	8.625462677
684	8.613072225
685	8.598363043
686	8.588401371
687	8.572799997
688	8.550232251
689	8.537434479
690	8.531998449
691	8.524149073
692	8.517238897
693	8.507659062
694	8.497198812
695	8.486972707
696	8.474475168
697	8.457420843
698	8.446028811
699	8.427812278
700	8.426234629
701	8.413509762
702	8.412936234
703	8.394315822
704	8.375195939
705	8.363767684
706	8.350745014
707	8.336429432
708	8.331020589
709	8.318709545
710	8.306650132
711	8.293859653
712	8.286229745
713	8.285095576
714	8.268899415
715	8.257561667
716	8.252471514
717	8.247975633
718	8.236181487
719	8.224329892
720	8.21045592
721	8.202518631
722	8.201997636
723	8.19329063
724	8.1792427
725	8.163692196
726	8.151342211
727	8.135932058
728	8.126816206
729	8.107202693
730	8.106723953
731	8.099799839
732	8.09703257
733	8.085695785
734	8.077290704
735	8.063255089
736	8.052563512
737	8.043832186
738	8.032443153
739	8.014649828
740	7.999420091
741	7.996070079
742	7.983804365
743	7.972660935
744	7.961431976
745	7.948453333
746	7.936965085
747	7.928410236
748	7.909945596
749	7.908711017
750	7.907599196
751	7.904494902
752	7.902083902
753	7.894888427
754	7.875252368
755	7.865149344
756	7.853088805
757	7.846726517
758	7.840608187
759	7.82974238
760	7.810960599
761	7.800082624
762	7.791768782
763	7.786808022
764	7.780108923
765	7.779632454
766	7.765065702
767	7.752988625
768	7.738832824
769	7.728129797
770	7.712082559
771	7.711297714
772	7.700938359
773	7.69991077
774	7.693425025
775	7.682872944
776	7.669897413
777	7.669461411
778	7.656023866
779	7.639141305
780	7.631078063
781	7.623471161
782	7.611272397
783	7.610713698
784	7.59596931
785	7.590870221
786	7.577292472
787	7.573583779
788	7.568794483
789	7.556107881
790	7.555616694
791	7.544111521
792	7.53725219
793	7.530189078
794	7.520709177
795	7.512369976
796	7.50687545
797	7.499147495
798	7.492849641
799	7.484867181
800	7.482095705
801	7.467697615
802	7.45817434
803	7.443398756
804	7.426649703
805	7.422679452
806	7.415717837
807	7.415381371
808	7.407650369
809	7.396431086
810	7.377904301
811	7.369799483
812	7.362496088
813	7.351606344
814	7.346595591
815	7.336932226
816	7.328572592
817	7.319127701
818	7.306842068
819	7.296435234
820	7.287947698
821	7.287553261
822	7.27132455
823	7.259788393
824	7.25108304
825	7.238857466
826	7.22851489
827	7.22102168
828	7.211100486
829	7.202432436
830	7.201963758
831	7.191688935
832	7.191289218
833	7.184118624
834	7.172462897
835	7.166346821
836	7.157649436
837	7.146619789
838	7.136628361
839	7.127421303
840	7.122821804
841	7.116553625
842	7.109568079
843	7.109248931
844	7.108802989
845	7.10453182
846	7.100214103
847	7.088817276
848	7.088521602
849	7.07841861
850	7.06619537
851	7.057400815
852	7.053662103
853	7.050142905
854	7.037908536
855	7.037546949
856	7.023821777
857	7.021921048
858	7.015154308
859	7.004622871
860	6.999975965
861	6.987676159
862	6.979446223
863	6.974740017
864	6.964074765
865	6.957488265
866	6.946659575
867	6.936427488
868	6.922162005
869	6.909241327
870	6.900348076
871	6.895935577
872	6.895615465
873	6.882853044
874	6.87899957
875	6.878644717
876	6.868111748
877	6.856790719
878	6.846619082
879	6.845539414
880	6.84439412
881	6.843752964
882	6.838237991
883	6.825217575
884	6.812843787
885	6.805598229
886	6.799400888
887	6.792442526
888	6.791660435
889	6.791297348
890	6.778195893
891	6.766316476
892	6.763814504
893	6.754783587
894	6.747579898
895	6.737061627
896	6.733600148
897	6.724633041
898	6.718631294
899	6.718361741
900	6.708672652
901	6.696954111
902	6.685386811
903	6.679966526
904	6.671150279
905	6.665300655
906	6.655486602
907	6.644651628
908	6.639316158
909	6.635865428
910	6.632261914
911	6.619602327
912	6.614689375
913	6.603381619
914	6.603007539
915	6.596846845
916	6.589799011
917	6.579027055
918	6.5748099
919	6.574466992
920	6.574062424
921	6.566303764
922	6.558783352
923	6.553152723
924	6.547243064
925	6.54375407
926	6.527475765
927	6.520025213
928	6.513830598
929	6.50454103
930	6.496197016
931	6.491637598
932	6.486994271
933	6.486745269
934	6.477934051
935	6.468591871
936	6.459372731
937	6.456173486
938	6.448750298
939	6.439221394
940	6.434622398
941	6.426142025
942	6.420023318
943	6.412770675
944	6.403072592
945	6.397467472
946	6.396478927
947	6.388690959
948	6.388292599
949	6.387996196
950	6.375170023
951	6.374838322
952	6.362641517
953	6.355165335
954	6.347222592
955	6.342432184
956	6.333393381
957	6.324856823
958	6.314529325
959	6.306265924
960	6.300847566
961	6.300049123
962	6.293060826
963	6.287249913
964	6.278858006
965	6.265446563
966	6.252227205
967	6.237119819
968	6.231035918
969	6.228548393
970	6.21732764
971	6.20931731
972	6.200459449
973	6.196912828
974	6.190574516
975	6.181099189
976	6.180572508
977	6.180287515
978	6.173282757
979	6.162432219
980	6.154261607
981	6.150940424
982	6.133519466
983	6.130154643
984	6.122988641
985	6.116986916
986	6.10894404
987	6.099085018
988	6.098887419
989	6.094201118
990	6.087237698
991	6.072635947
992	6.072190089
993	6.07193174
994	6.069608094
995	6.063340985
996	6.063009012
997	6.062765533
998	6.050590898
999	6.044283949
